Distance,Diameter
26.783,2.45272
26.8632,2.43344
26.8921,2.42762
26.8979,2.4263
26.9503,2.41274
26.9756,2.40591
27.1027,2.37891
27.1197,2.37517
27.1732,2.36459
27.179,2.36362
27.179,2.36361
27.1795,2.3635
27.1965,2.35891
27.291,2.33993
27.2977,2.33907
27.3483,2.33292
27.3738,2.32978
27.397,2.32609
27.4117,2.32347
27.4624,2.31446
27.5911,2.30181
27.6045,2.30143
27.6109,2.30114
27.6612,2.29817
27.7114,2.29476
27.7126,2.29466
27.7351,2.29233
27.7667,2.28928
27.7739,2.28848
27.7751,2.28832
27.8718,2.28061
27.9113,2.27836
27.9404,2.27679
28.0063,2.27151
28.0234,2.27002
28.0465,2.26798
28.0698,2.26612
28.0785,2.2655
28.1698,2.26245
28.1913,2.26189
28.1914,2.26189
28.2004,2.26153
28.2312,2.25887
28.2832,2.25623
28.3125,2.25492
28.3738,2.25375
28.4035,2.25367
28.4143,2.25372
28.4265,2.25319
28.4297,2.25291
28.4382,2.2521
28.4784,2.24875
28.4872,2.24784
28.4884,2.24769
28.5167,2.24346
28.5739,2.2393
28.6407,2.23598
28.715,2.22794
28.7423,2.22431
28.769,2.22007
28.7744,2.21912
28.7794,2.218
28.8559,2.20127
28.8565,2.20118
28.9419,2.18928
28.942,2.18927
28.9645,2.18707
28.9647,2.18705
28.9789,2.18565
29.0321,2.18078
29.0476,2.17923
29.057,2.17781
29.1039,2.17028
29.1165,2.16828
29.1195,2.1677
29.1883,2.15473
29.2106,2.15121
