Distance,Diameter,Radius,,Text File Input
3.69383,3.57943,1.789715,,3.69383 1.789715 0
3.72104,3.56865,1.784325,,3.72104 1.784325 0
3.95491,3.47601,1.738005,,3.95491 1.738005 0
4.03713,3.44826,1.72413,,4.03713 1.72413 0
4.05835,3.44074,1.72037,,4.05835 1.72037 0
4.37346,3.35937,1.679685,,4.37346 1.679685 0
4.53373,3.33477,1.667385,,4.53373 1.667385 0
4.62486,3.31951,1.659755,,4.62486 1.659755 0
4.87825,3.30024,1.65012,,4.87825 1.65012 0
4.91206,3.3008,1.6504,,4.91206 1.6504 0
4.93996,3.3007,1.65035,,4.93996 1.65035 0
5.05407,3.29507,1.647535,,5.05407 1.647535 0
5.23988,3.29879,1.649395,,5.23988 1.649395 0
5.28658,3.30378,1.65189,,5.28658 1.65189 0
5.30843,3.30564,1.65282,,5.30843 1.65282 0
5.38654,3.31263,1.656315,,5.38654 1.656315 0
5.39614,3.31367,1.656835,,5.39614 1.656835 0
5.43892,3.31653,1.658265,,5.43892 1.658265 0
5.5391,3.32048,1.66024,,5.5391 1.66024 0
5.65178,3.32536,1.66268,,5.65178 1.66268 0
5.65301,3.32542,1.66271,,5.65301 1.66271 0
5.69405,3.32594,1.66297,,5.69405 1.66297 0
5.78441,3.31928,1.65964,,5.78441 1.65964 0
5.81059,3.31771,1.658855,,5.81059 1.658855 0
5.91338,3.31238,1.65619,,5.91338 1.65619 0
5.96702,3.31112,1.65556,,5.96702 1.65556 0
5.9836,3.30977,1.654885,,5.9836 1.654885 0
5.98394,3.30974,1.65487,,5.98394 1.65487 0
6.07994,3.29933,1.649665,,6.07994 1.649665 0
6.08087,3.29918,1.64959,,6.08087 1.64959 0
6.11848,3.29276,1.64638,,6.11848 1.64638 0
6.17902,3.28405,1.642025,,6.17902 1.642025 0
6.26317,3.27243,1.636215,,6.26317 1.636215 0
6.29406,3.26875,1.634375,,6.29406 1.634375 0
6.29487,3.26864,1.63432,,6.29487 1.63432 0
6.40629,3.24851,1.624255,,6.40629 1.624255 0
6.44196,3.24323,1.621615,,6.44196 1.621615 0
6.44298,3.24309,1.621545,,6.44298 1.621545 0
6.54563,3.22639,1.613195,,6.54563 1.613195 0
6.63665,3.1651,1.58255,,6.63665 1.58255 0
6.64722,3.15809,1.579045,,6.64722 1.579045 0
6.75618,3.08732,1.54366,,6.75618 1.54366 0
6.80354,3.05831,1.529155,,6.80354 1.529155 0
6.8918,3.00775,1.503875,,6.8918 1.503875 0
6.91561,2.99477,1.497385,,6.91561 1.497385 0
6.95075,2.97639,1.488195,,6.95075 1.488195 0
7.00927,2.94634,1.47317,,7.00927 1.47317 0
7.04161,2.9286,1.4643,,7.04161 1.4643 0
7.10927,2.89127,1.445635,,7.10927 1.445635 0
7.11909,2.8859,1.44295,,7.11909 1.44295 0
7.13261,2.87854,1.43927,,7.13261 1.43927 0
7.16739,2.86083,1.430415,,7.16739 1.430415 0
7.18876,2.84858,1.42429,,7.18876 1.42429 0
7.19595,2.84435,1.422175,,7.19595 1.422175 0
7.25192,2.81223,1.406115,,7.25192 1.406115 0
7.28701,2.78728,1.39364,,7.28701 1.39364 0
7.28705,2.78725,1.393625,,7.28705 1.393625 0
7.29596,2.78067,1.390335,,7.29596 1.390335 0
7.34648,2.74261,1.371305,,7.34648 1.371305 0
7.58406,2.58037,1.290185,,7.58406 1.290185 0
7.70059,2.50913,1.254565,,7.70059 1.254565 0
7.7825,2.46314,1.23157,,7.7825 1.23157 0
7.86369,2.42254,1.21127,,7.86369 1.21127 0
7.8994,2.40484,1.20242,,7.8994 1.20242 0
8.08025,2.32495,1.162475,,8.08025 1.162475 0
8.08354,2.32366,1.16183,,8.08354 1.16183 0
8.13573,2.30204,1.15102,,8.13573 1.15102 0
8.52087,2.25203,1.126015,,8.52087 1.126015 0
8.54697,2.25305,1.126525,,8.54697 1.126525 0
8.56832,2.25348,1.12674,,8.56832 1.12674 0
8.59131,2.25293,1.126465,,8.59131 1.126465 0
8.64784,2.25207,1.126035,,8.64784 1.126035 0
8.68988,2.25268,1.12634,,8.68988 1.12634 0
8.77857,2.25708,1.12854,,8.77857 1.12854 0
8.81852,2.26062,1.13031,,8.81852 1.13031 0
8.89252,2.27015,1.135075,,8.89252 1.135075 0
8.94862,2.27975,1.139875,,8.94862 1.139875 0
8.97171,2.28392,1.14196,,8.97171 1.14196 0
9.00834,2.29047,1.145235,,9.00834 1.145235 0
9.02981,2.29427,1.147135,,9.02981 1.147135 0
9.0361,2.29499,1.147495,,9.0361 1.147495 0
9.04161,2.29555,1.147775,,9.04161 1.147775 0
9.08708,2.29917,1.149585,,9.08708 1.149585 0
9.08814,2.29923,1.149615,,9.08814 1.149615 0
9.09679,2.29941,1.149705,,9.09679 1.149705 0
9.17656,2.30295,1.151475,,9.17656 1.151475 0
9.24925,2.30684,1.15342,,9.24925 1.15342 0
9.25959,2.30703,1.153515,,9.25959 1.153515 0
9.26502,2.30705,1.153525,,9.26502 1.153525 0
9.26764,2.30699,1.153495,,9.26764 1.153495 0
9.27749,2.30674,1.15337,,9.27749 1.15337 0
9.27752,2.30673,1.153365,,9.27752 1.153365 0
9.2844,2.30584,1.15292,,9.2844 1.15292 0
9.34674,2.29968,1.14984,,9.34674 1.14984 0
9.34679,2.29967,1.149835,,9.34679 1.149835 0
9.35295,2.29905,1.149525,,9.35295 1.149525 0
9.3581,2.29833,1.149165,,9.3581 1.149165 0
9.4578,2.28484,1.14242,,9.4578 1.14242 0
9.45782,2.28484,1.14242,,9.45782 1.14242 0
9.46124,2.28408,1.14204,,9.46124 1.14204 0
9.51068,2.27405,1.137025,,9.51068 1.137025 0
9.52126,2.27182,1.13591,,9.52126 1.13591 0
9.56864,2.26234,1.13117,,9.56864 1.13117 0
9.63141,2.25189,1.125945,,9.63141 1.125945 0
9.64777,2.24877,1.124385,,9.64777 1.124385 0
9.81574,2.20369,1.101845,,9.81574 1.101845 0
9.85536,2.19428,1.09714,,9.85536 1.09714 0
9.89468,2.18783,1.093915,,9.89468 1.093915 0
9.94998,2.1787,1.08935,,9.94998 1.08935 0
10.0994,2.15171,1.075855,,10.0994 1.075855 0
10.1091,2.15081,1.075405,,10.1091 1.075405 0
10.133,2.14846,1.07423,,10.133 1.07423 0
10.1728,2.14258,1.07129,,10.1728 1.07129 0
10.3623,2.11408,1.05704,,10.3623 1.05704 0
10.3626,2.11409,1.057045,,10.3626 1.057045 0
10.4383,2.11606,1.05803,,10.4383 1.05803 0
10.4387,2.1161,1.05805,,10.4387 1.05805 0
10.4608,2.11896,1.05948,,10.4608 1.05948 0
10.4735,2.12022,1.06011,,10.4735 1.06011 0
10.4985,2.12306,1.06153,,10.4985 1.06153 0
10.5129,2.12451,1.062255,,10.5129 1.062255 0
10.5359,2.12783,1.063915,,10.5359 1.063915 0
10.541,2.12823,1.064115,,10.541 1.064115 0
10.5593,2.13026,1.06513,,10.5593 1.06513 0
10.6493,2.13986,1.06993,,10.6493 1.06993 0
10.7199,2.15287,1.076435,,10.7199 1.076435 0
10.72,2.15287,1.076435,,10.72 1.076435 0
10.7216,2.15324,1.07662,,10.7216 1.07662 0
10.7297,2.15485,1.077425,,10.7297 1.077425 0
10.7432,2.15718,1.07859,,10.7432 1.07859 0
10.7433,2.15719,1.078595,,10.7433 1.078595 0
10.7587,2.15969,1.079845,,10.7587 1.079845 0
10.7623,2.16025,1.080125,,10.7623 1.080125 0
10.8014,2.16629,1.083145,,10.8014 1.083145 0
10.802,2.1664,1.0832,,10.802 1.0832 0
10.8232,2.16994,1.08497,,10.8232 1.08497 0
10.8233,2.16997,1.084985,,10.8233 1.084985 0
10.8321,2.17172,1.08586,,10.8321 1.08586 0
10.8322,2.17173,1.085865,,10.8322 1.085865 0
10.8567,2.17572,1.08786,,10.8567 1.08786 0
10.9006,2.18557,1.092785,,10.9006 1.092785 0
10.9143,2.18811,1.094055,,10.9143 1.094055 0
10.922,2.18938,1.09469,,10.922 1.09469 0
10.9221,2.1894,1.0947,,10.9221 1.0947 0
10.9476,2.19474,1.09737,,10.9476 1.09737 0
10.9481,2.19484,1.09742,,10.9481 1.09742 0
10.9739,2.19963,1.099815,,10.9739 1.099815 0
10.974,2.19964,1.09982,,10.974 1.09982 0
10.9996,2.20372,1.10186,,10.9996 1.10186 0
10.9999,2.20376,1.10188,,10.9999 1.10188 0
11.038,2.20882,1.10441,,11.038 1.10441 0
11.0695,2.21354,1.10677,,11.0695 1.10677 0
11.0798,2.21537,1.107685,,11.0798 1.107685 0
11.082,2.21575,1.107875,,11.082 1.107875 0
11.0937,2.21709,1.108545,,11.0937 1.108545 0
11.1471,2.22348,1.11174,,11.1471 1.11174 0
11.1709,2.22789,1.113945,,11.1709 1.113945 0
11.1844,2.22934,1.11467,,11.1844 1.11467 0
11.1977,2.23079,1.115395,,11.1977 1.115395 0
11.237,2.23663,1.118315,,11.237 1.118315 0
11.2478,2.23784,1.11892,,11.2478 1.11892 0
11.2479,2.23785,1.118925,,11.2479 1.118925 0
11.2675,2.23947,1.119735,,11.2675 1.119735 0
11.3014,2.24221,1.121105,,11.3014 1.121105 0
11.3245,2.24424,1.12212,,11.3245 1.12212 0
11.3469,2.2463,1.12315,,11.3469 1.12315 0
11.3471,2.24631,1.123155,,11.3471 1.123155 0
11.3833,2.24905,1.124525,,11.3833 1.124525 0
11.3846,2.24921,1.124605,,11.3846 1.124605 0
11.4227,2.25404,1.12702,,11.4227 1.12702 0
11.4661,2.26029,1.130145,,11.4661 1.130145 0
11.493,2.26497,1.132485,,11.493 1.132485 0
11.4932,2.26499,1.132495,,11.4932 1.132495 0
11.5013,2.26587,1.132935,,11.5013 1.132935 0
11.54,2.27032,1.13516,,11.54 1.13516 0
11.5515,2.27205,1.136025,,11.5515 1.136025 0
11.5588,2.27271,1.136355,,11.5588 1.136355 0
11.5598,2.27274,1.13637,,11.5598 1.13637 0
11.5618,2.2728,1.1364,,11.5618 1.1364 0
11.6342,2.27723,1.138615,,11.6342 1.138615 0
11.6344,2.27725,1.138625,,11.6344 1.138625 0
11.6689,2.28065,1.140325,,11.6689 1.140325 0
11.6983,2.2833,1.14165,,11.6983 1.14165 0
11.6988,2.28334,1.14167,,11.6988 1.14167 0
11.7522,2.28832,1.14416,,11.7522 1.14416 0
11.7523,2.28832,1.14416,,11.7523 1.14416 0
11.7595,2.28891,1.144455,,11.7595 1.144455 0
11.7778,2.28953,1.144765,,11.7778 1.144765 0
11.8302,2.28836,1.14418,,11.8302 1.14418 0
11.8978,2.28656,1.14328,,11.8978 1.14328 0
11.9625,2.28467,1.142335,,11.9625 1.142335 0
12.0175,2.28573,1.142865,,12.0175 1.142865 0
12.0726,2.28578,1.14289,,12.0726 1.14289 0
12.0779,2.28553,1.142765,,12.0779 1.142765 0
12.0954,2.28486,1.14243,,12.0954 1.14243 0
12.15,2.28382,1.14191,,12.15 1.14191 0
12.1504,2.28379,1.141895,,12.1504 1.141895 0
12.2002,2.27905,1.139525,,12.2002 1.139525 0
12.2126,2.27818,1.13909,,12.2126 1.13909 0
12.2575,2.27491,1.137455,,12.2575 1.137455 0
12.2711,2.27412,1.13706,,12.2711 1.13706 0
12.3155,2.27212,1.13606,,12.3155 1.13606 0
12.4016,2.27244,1.13622,,12.4016 1.13622 0
12.4019,2.27245,1.136225,,12.4019 1.136225 0
12.4298,2.27281,1.136405,,12.4298 1.136405 0
12.4598,2.27288,1.13644,,12.4598 1.13644 0
12.5098,2.27044,1.13522,,12.5098 1.13522 0
12.5474,2.26841,1.134205,,12.5474 1.134205 0
12.5475,2.26841,1.134205,,12.5475 1.134205 0
12.5497,2.26836,1.13418,,12.5497 1.13418 0
12.5572,2.26743,1.133715,,12.5572 1.133715 0
12.6468,2.25652,1.12826,,12.6468 1.12826 0
12.7241,2.25596,1.12798,,12.7241 1.12798 0
12.7769,2.25647,1.128235,,12.7769 1.128235 0
12.7978,2.25776,1.12888,,12.7978 1.12888 0
12.8314,2.25923,1.129615,,12.8314 1.129615 0
12.8319,2.25926,1.12963,,12.8319 1.12963 0
12.8655,2.26122,1.13061,,12.8655 1.13061 0
12.884,2.26218,1.13109,,12.884 1.13109 0
12.8973,2.26243,1.131215,,12.8973 1.131215 0
12.9146,2.26187,1.130935,,12.9146 1.130935 0
12.9879,2.25993,1.129965,,12.9879 1.129965 0
13.0013,2.25972,1.12986,,13.0013 1.12986 0
13.0605,2.25757,1.128785,,13.0605 1.128785 0
13.1439,2.25889,1.129445,,13.1439 1.129445 0
13.1974,2.2623,1.13115,,13.1974 1.13115 0
13.2447,2.26627,1.133135,,13.2447 1.133135 0
13.2758,2.26854,1.13427,,13.2758 1.13427 0
13.3157,2.26846,1.13423,,13.3157 1.13423 0
13.3943,2.27208,1.13604,,13.3943 1.13604 0
13.4035,2.27283,1.136415,,13.4035 1.136415 0
13.4649,2.2757,1.13785,,13.4649 1.13785 0
13.4847,2.27731,1.138655,,13.4847 1.138655 0
13.5389,2.2785,1.13925,,13.5389 1.13925 0
13.6212,2.27925,1.139625,,13.6212 1.139625 0
13.7396,2.28778,1.14389,,13.7396 1.14389 0
13.8182,2.29159,1.145795,,13.8182 1.145795 0
13.8345,2.29265,1.146325,,13.8345 1.146325 0
13.8417,2.29325,1.146625,,13.8417 1.146625 0
13.8985,2.29438,1.14719,,13.8985 1.14719 0
13.9742,2.30065,1.150325,,13.9742 1.150325 0
13.9939,2.30307,1.151535,,13.9939 1.151535 0
14.0003,2.30373,1.151865,,14.0003 1.151865 0
14.0086,2.30434,1.15217,,14.0086 1.15217 0
14.0214,2.30541,1.152705,,14.0214 1.152705 0
14.0214,2.30541,1.152705,,14.0214 1.152705 0
14.0684,2.30507,1.152535,,14.0684 1.152535 0
14.106,2.3051,1.15255,,14.106 1.15255 0
14.1168,2.305,1.1525,,14.1168 1.1525 0
14.1977,2.29718,1.14859,,14.1977 1.14859 0
14.2068,2.2968,1.1484,,14.2068 1.1484 0
14.2439,2.29458,1.14729,,14.2439 1.14729 0
14.2561,2.29372,1.14686,,14.2561 1.14686 0
14.2815,2.29203,1.146015,,14.2815 1.146015 0
14.3411,2.28455,1.142275,,14.3411 1.142275 0
14.3438,2.28421,1.142105,,14.3438 1.142105 0
14.3844,2.27835,1.139175,,14.3844 1.139175 0
14.3981,2.27659,1.138295,,14.3981 1.138295 0
14.425,2.27346,1.13673,,14.425 1.13673 0
14.4253,2.27342,1.13671,,14.4253 1.13671 0
14.4488,2.26917,1.134585,,14.4488 1.134585 0
14.4912,2.26109,1.130545,,14.4912 1.130545 0
14.4998,2.25951,1.129755,,14.4998 1.129755 0
14.537,2.25172,1.12586,,14.537 1.12586 0
14.6548,2.23552,1.11776,,14.6548 1.11776 0
14.657,2.23531,1.117655,,14.657 1.117655 0
14.7073,2.23013,1.115065,,14.7073 1.115065 0
14.7331,2.22722,1.11361,,14.7331 1.11361 0
14.7634,2.22223,1.111115,,14.7634 1.111115 0
14.7713,2.22067,1.110335,,14.7713 1.110335 0
14.8333,2.20641,1.103205,,14.8333 1.103205 0
15.0225,2.18319,1.091595,,15.0225 1.091595 0
15.0499,2.18477,1.092385,,15.0499 1.092385 0
15.0591,2.18517,1.092585,,15.0591 1.092585 0
15.0925,2.18614,1.09307,,15.0925 1.09307 0
15.0936,2.18614,1.09307,,15.0936 1.09307 0
15.1272,2.18181,1.090905,,15.1272 1.090905 0
15.1602,2.17745,1.088725,,15.1602 1.088725 0
15.3341,2.16876,1.08438,,15.3341 1.08438 0
15.3403,2.16884,1.08442,,15.3403 1.08442 0
15.3983,2.16849,1.084245,,15.3983 1.084245 0
15.4369,2.16741,1.083705,,15.4369 1.083705 0
15.4541,2.16641,1.083205,,15.4541 1.083205 0
15.4748,2.16491,1.082455,,15.4748 1.082455 0
15.4954,2.16213,1.081065,,15.4954 1.081065 0
15.547,2.15558,1.07779,,15.547 1.07779 0
15.589,2.14968,1.07484,,15.589 1.07484 0
15.7297,2.14538,1.07269,,15.7297 1.07269 0
15.7795,2.15083,1.075415,,15.7795 1.075415 0
15.8521,2.15578,1.07789,,15.8521 1.07789 0
15.8523,2.15579,1.077895,,15.8523 1.077895 0
15.9068,2.15755,1.078775,,15.9068 1.078775 0
15.9227,2.15824,1.07912,,15.9227 1.07912 0
15.9894,2.16213,1.081065,,15.9894 1.081065 0
16.1133,2.18346,1.09173,,16.1133 1.09173 0
16.2108,2.21365,1.106825,,16.2108 1.106825 0
16.2202,2.21647,1.108235,,16.2202 1.108235 0
16.2416,2.22377,1.111885,,16.2416 1.111885 0
16.2467,2.22535,1.112675,,16.2467 1.112675 0
16.2865,2.23639,1.118195,,16.2865 1.118195 0
16.2969,2.23934,1.11967,,16.2969 1.11967 0
16.2975,2.23953,1.119765,,16.2975 1.119765 0
16.3181,2.24614,1.12307,,16.3181 1.12307 0
16.355,2.25975,1.129875,,16.355 1.129875 0
16.3784,2.26865,1.134325,,16.3784 1.134325 0
16.4872,2.31684,1.15842,,16.4872 1.15842 0
16.5298,2.33639,1.168195,,16.5298 1.168195 0
16.5349,2.33873,1.169365,,16.5349 1.169365 0
16.5591,2.34961,1.174805,,16.5591 1.174805 0
16.6057,2.37003,1.185015,,16.6057 1.185015 0
16.6161,2.37481,1.187405,,16.6161 1.187405 0
16.6647,2.39609,1.198045,,16.6647 1.198045 0
16.7263,2.42539,1.212695,,16.7263 1.212695 0
16.744,2.43419,1.217095,,16.744 1.217095 0
16.8044,2.46515,1.232575,,16.8044 1.232575 0
16.8485,2.48865,1.244325,,16.8485 1.244325 0
16.9,2.51317,1.256585,,16.9 1.256585 0
16.9144,2.51881,1.259405,,16.9144 1.259405 0
16.9851,2.48011,1.240055,,16.9851 1.240055 0
16.998,2.473,1.2365,,16.998 1.2365 0
17.0145,2.46321,1.231605,,17.0145 1.231605 0
17.0149,2.46302,1.23151,,17.0149 1.23151 0
17.0227,2.45842,1.22921,,17.0227 1.22921 0
17.1133,2.40759,1.203795,,17.1133 1.203795 0
17.1295,2.39893,1.199465,,17.1295 1.199465 0
17.1452,2.39052,1.19526,,17.1452 1.19526 0
17.2052,2.35891,1.179455,,17.2052 1.179455 0
17.2074,2.3577,1.17885,,17.2074 1.17885 0
17.2884,2.31394,1.15697,,17.2884 1.15697 0
17.2988,2.30843,1.154215,,17.2988 1.154215 0
17.3989,2.25665,1.128325,,17.3989 1.128325 0
17.5481,2.19537,1.097685,,17.5481 1.097685 0
17.5783,2.18487,1.092435,,17.5783 1.092435 0
17.6528,2.16055,1.080275,,17.6528 1.080275 0
17.6696,2.15535,1.077675,,17.6696 1.077675 0
17.6948,2.14945,1.074725,,17.6948 1.074725 0
17.8344,2.12278,1.06139,,17.8344 1.06139 0
17.8452,2.12209,1.061045,,17.8452 1.061045 0
17.9134,2.11645,1.058225,,17.9134 1.058225 0
17.9136,2.11644,1.05822,,17.9136 1.05822 0
17.9322,2.11544,1.05772,,17.9322 1.05772 0
17.9872,2.1111,1.05555,,17.9872 1.05555 0
17.9872,2.11109,1.055545,,17.9872 1.055545 0
17.9998,2.11025,1.055125,,17.9998 1.055125 0
18.0583,2.10681,1.053405,,18.0583 1.053405 0
18.2331,2.11669,1.058345,,18.2331 1.058345 0
18.2763,2.1248,1.0624,,18.2763 1.0624 0
18.3245,2.13282,1.06641,,18.3245 1.06641 0
18.4111,2.15167,1.075835,,18.4111 1.075835 0
18.4304,2.15637,1.078185,,18.4304 1.078185 0
18.4391,2.15857,1.079285,,18.4391 1.079285 0
18.4789,2.16905,1.084525,,18.4789 1.084525 0
18.4856,2.17067,1.085335,,18.4856 1.085335 0
18.51,2.17674,1.08837,,18.51 1.08837 0
18.5435,2.18543,1.092715,,18.5435 1.092715 0
18.5592,2.18971,1.094855,,18.5592 1.094855 0
18.58,2.19627,1.098135,,18.58 1.098135 0
18.6164,2.20285,1.101425,,18.6164 1.101425 0
18.6327,2.20634,1.10317,,18.6327 1.10317 0
18.6771,2.21763,1.108815,,18.6771 1.108815 0
18.6773,2.21768,1.10884,,18.6773 1.10884 0
18.7019,2.22388,1.11194,,18.7019 1.11194 0
18.7156,2.227,1.1135,,18.7156 1.1135 0
18.7197,2.22795,1.113975,,18.7197 1.113975 0
18.7849,2.24263,1.121315,,18.7849 1.121315 0
18.7971,2.24546,1.12273,,18.7971 1.12273 0
18.8459,2.2558,1.1279,,18.8459 1.1279 0
18.8575,2.25823,1.129115,,18.8575 1.129115 0
18.8885,2.26421,1.132105,,18.8885 1.132105 0
18.889,2.26429,1.132145,,18.889 1.132145 0
18.9136,2.26815,1.134075,,18.9136 1.134075 0
18.9348,2.27123,1.135615,,18.9348 1.135615 0
18.9415,2.2719,1.13595,,18.9415 1.13595 0
18.9941,2.27682,1.13841,,18.9941 1.13841 0
18.9941,2.27682,1.13841,,18.9941 1.13841 0
18.9949,2.27689,1.138445,,18.9949 1.138445 0
19.013,2.27744,1.13872,,19.013 1.13872 0
19.0605,2.27818,1.13909,,19.0605 1.13909 0
19.0712,2.27798,1.13899,,19.0712 1.13899 0
19.0757,2.27773,1.138865,,19.0757 1.138865 0
19.1261,2.27476,1.13738,,19.1261 1.13738 0
19.1294,2.27437,1.137185,,19.1294 1.137185 0
19.1524,2.27119,1.135595,,19.1524 1.135595 0
19.1886,2.26457,1.132285,,19.1886 1.132285 0
19.1893,2.26442,1.13221,,19.1893 1.13221 0
19.2006,2.2618,1.1309,,19.2006 1.1309 0
19.2332,2.25506,1.12753,,19.2332 1.12753 0
19.2436,2.25267,1.126335,,19.2436 1.126335 0
19.2592,2.24776,1.12388,,19.2592 1.12388 0
19.3086,2.2321,1.11605,,19.3086 1.11605 0
19.316,2.22968,1.11484,,19.316 1.11484 0
19.366,2.213,1.1065,,19.366 1.1065 0
19.3711,2.21118,1.10559,,19.3711 1.10559 0
19.4102,2.19506,1.09753,,19.4102 1.09753 0
19.4604,2.17358,1.08679,,19.4604 1.08679 0
19.4729,2.16848,1.08424,,19.4729 1.08424 0
19.5256,2.14717,1.073585,,19.5256 1.073585 0
19.5452,2.13946,1.06973,,19.5452 1.06973 0
19.5824,2.12447,1.062235,,19.5824 1.062235 0
19.6119,2.11261,1.056305,,19.6119 1.056305 0
19.6157,2.11105,1.055525,,19.6157 1.055525 0
19.6345,2.10316,1.05158,,19.6345 1.05158 0
19.6468,2.09737,1.048685,,19.6468 1.048685 0
19.7219,2.06261,1.031305,,19.7219 1.031305 0
19.8031,2.02832,1.01416,,19.8031 1.01416 0
19.8093,2.02571,1.012855,,19.8093 1.012855 0
19.9378,1.97617,0.988085,,19.9378 0.988085 0
19.9385,1.97592,0.98796,,19.9385 0.98796 0
20.013,1.95038,0.97519,,20.013 0.97519 0
20.0417,1.93974,0.96987,,20.0417 0.96987 0
20.0888,1.92204,0.96102,,20.0888 0.96102 0
20.1871,1.88725,0.943625,,20.1871 0.943625 0
20.2604,1.86898,0.93449,,20.2604 0.93449 0
20.3839,1.83964,0.91982,,20.3839 0.91982 0
20.4015,1.83589,0.917945,,20.4015 0.917945 0
20.4142,1.83305,0.916525,,20.4142 0.916525 0
20.4382,1.82805,0.914025,,20.4382 0.914025 0
20.4529,1.82486,0.91243,,20.4529 0.91243 0
20.5219,1.80858,0.90429,,20.5219 0.90429 0
20.5222,1.80853,0.904265,,20.5222 0.904265 0
20.5908,1.79249,0.896245,,20.5908 0.896245 0
20.6018,1.78996,0.89498,,20.6018 0.89498 0
20.6881,1.77436,0.88718,,20.6881 0.88718 0
20.7074,1.7717,0.88585,,20.7074 0.88585 0
20.7343,1.76801,0.884005,,20.7343 0.884005 0
20.7997,1.76209,0.881045,,20.7997 0.881045 0
20.8025,1.76179,0.880895,,20.8025 0.880895 0
20.8537,1.75609,0.878045,,20.8537 0.878045 0
20.8654,1.75502,0.87751,,20.8654 0.87751 0
20.8794,1.75357,0.876785,,20.8794 0.876785 0
20.8837,1.75307,0.876535,,20.8837 0.876535 0
20.9056,1.75081,0.875405,,20.9056 0.875405 0
20.9549,1.74527,0.872635,,20.9549 0.872635 0
21.0055,1.74223,0.871115,,21.0055 0.871115 0
21.0744,1.73758,0.86879,,21.0744 0.86879 0
21.1016,1.73692,0.86846,,21.1016 0.86846 0
21.1196,1.73639,0.868195,,21.1196 0.868195 0
21.1319,1.73579,0.867895,,21.1319 0.867895 0
21.1842,1.73337,0.866685,,21.1842 0.866685 0
21.2483,1.73421,0.867105,,21.2483 0.867105 0
21.2517,1.7343,0.86715,,21.2517 0.86715 0
