"Distance","Diameter","RAS_R","RAS_A","RAS_S"
13.3227,1.55205,-6.20388,-15.1508,2.45841
13.3345,1.55295,-6.20987,-15.148,2.4681
13.3884,1.55533,-6.2354,-15.1336,2.51335
13.436,1.55811,-6.26054,-15.121,2.55178
13.4802,1.56058,-6.28151,-15.1092,2.58888
13.5692,1.57135,-6.3263,-15.0808,2.66033
13.5744,1.5721,-6.32861,-15.0792,2.66464
13.6021,1.57596,-6.34172,-15.0726,2.68818
13.6644,1.58376,-6.37392,-15.0552,2.73863
13.6768,1.58482,-6.38103,-15.0515,2.74804
13.7097,1.58719,-6.40058,-15.043,2.77316
13.7742,1.58457,-6.43858,-15.0274,2.82289
13.797,1.58296,-6.45173,-15.0206,2.84021
13.8694,1.57561,-6.49431,-14.9931,2.89191
13.9027,1.57226,-6.51384,-14.9822,2.91654
13.9037,1.57198,-6.51445,-14.9819,2.91733
13.9562,1.55884,-6.54413,-14.9643,2.95691
14.0418,1.54179,-6.59491,-14.9321,3.01774
14.0626,1.53864,-6.60753,-14.9254,3.03292
14.1113,1.53148,-6.63645,-14.9109,3.06935
14.1178,1.53026,-6.64055,-14.9087,3.07388
14.1541,1.52381,-6.66184,-14.8952,3.0999
14.1855,1.51442,-6.68053,-14.8835,3.12237
14.3276,1.48518,-6.74915,-14.8241,3.2317
14.3799,1.48012,-6.7741,-14.8063,3.27403
14.4601,1.47034,-6.81273,-14.7755,3.33717
14.4635,1.46996,-6.81467,-14.7742,3.33968
14.6021,1.46067,-6.88083,-14.7196,3.44851
14.6532,1.46021,-6.90275,-14.7029,3.49156
14.6975,1.45991,-6.92642,-14.6901,3.52674
14.7563,1.45941,-6.95424,-14.6665,3.5729
14.9068,1.47781,-7.02207,-14.6151,3.69707
14.9123,1.47899,-7.02476,-14.6131,3.70138
14.9362,1.48273,-7.03771,-14.6042,3.71945
14.9859,1.48849,-7.06118,-14.586,3.75924
15.0949,1.5038,-7.10363,-14.5492,3.85265
15.1377,1.51327,-7.12133,-14.533,3.8881
15.2103,1.53307,-7.15706,-14.506,3.94527
15.2668,1.54877,-7.18337,-14.4886,3.99208
15.3087,1.561,-7.20406,-14.4744,4.0256
15.4577,1.60086,-7.28062,-14.4323,4.14639
15.4987,1.61445,-7.30398,-14.4223,4.17846
15.5036,1.61602,-7.30688,-14.421,4.18222
15.5111,1.61797,-7.31088,-14.4188,4.18826
15.5391,1.6256,-7.32596,-14.4107,4.21039
15.6385,1.65854,-7.38246,-14.3885,4.28912
15.6549,1.66465,-7.39197,-14.3842,4.30167
15.6741,1.67028,-7.40256,-14.3801,4.31719
15.7041,1.67916,-7.41978,-14.3727,4.34063
15.7507,1.69135,-7.44618,-14.3597,4.37682
15.8272,1.71326,-7.48541,-14.3414,4.43988
15.864,1.72152,-7.50524,-14.3296,4.46854
15.8849,1.72657,-7.51583,-14.3239,4.48565
15.9708,1.74489,-7.55057,-14.2935,4.55802
15.9709,1.74492,-7.55061,-14.2935,4.5581
15.9754,1.74606,-7.55236,-14.292,4.56203
16.0138,1.75052,-7.56913,-14.277,4.59312
16.0313,1.75273,-7.57674,-14.2706,4.60756
16.119,1.76747,-7.61468,-14.2414,4.68098
16.1244,1.76824,-7.61666,-14.2391,4.68549
16.1247,1.76826,-7.61679,-14.239,4.68571
16.2569,1.7787,-7.67842,-14.1914,4.79251
16.2569,1.7787,-7.67843,-14.1914,4.79252
16.26,1.77876,-7.67982,-14.1899,4.79493
16.273,1.77853,-7.68581,-14.1843,4.805
16.4135,1.78517,-7.76065,-14.1363,4.91373
16.5323,1.79058,-7.82285,-14.0891,5.00333
16.5677,1.79347,-7.83827,-14.0753,5.03197
16.5882,1.79464,-7.84787,-14.0669,5.0481
16.5917,1.79478,-7.84978,-14.0656,5.05065
16.6033,1.7954,-7.85602,-14.061,5.05937
16.6576,1.79702,-7.88327,-14.0377,5.10009
16.6887,1.79958,-7.89848,-14.0235,5.12322
16.6954,1.79978,-7.90201,-14.021,5.12827
16.7464,1.79997,-7.92898,-13.9988,5.16547
16.8413,1.80593,-7.97836,-13.9539,5.23289
16.8782,1.80933,-7.99872,-13.9374,5.25897
16.9426,1.81327,-8.03288,-13.9045,5.30243
16.984,1.81358,-8.05563,-13.8818,5.32851
