Distance,Diameter
23.0181,2.91242
23.0498,2.93441
23.0501,2.93457
23.0792,2.95483
23.0802,2.95559
23.1132,2.97844
23.1133,2.97853
23.1453,3.00163
23.1622,3.01318
23.1778,3.02325
23.1851,3.02777
23.2226,3.0499
23.2497,3.06715
23.2499,3.06728
23.2581,3.07275
23.2584,3.07295
23.2834,3.08887
23.3217,3.11198
23.354,3.13147
23.3828,3.14959
23.3829,3.14966
23.3991,3.15901
23.3993,3.15909
23.4126,3.16633
23.4563,3.18949
23.4745,3.19658
23.4912,3.20319
23.5138,3.20925
23.5404,3.21551
23.5614,3.22102
23.6359,3.22781
23.6393,3.22828
23.6463,3.22887
23.6507,3.22913
23.7349,3.23617
23.821,3.23913
23.8637,3.23548
23.9972,3.22745
23.9993,3.22736
24.0428,3.2243
24.0883,3.21936
24.1643,3.20607
24.1852,3.20228
24.2946,3.18119
24.3062,3.17968
24.3375,3.17481
24.4302,3.16136
24.505,3.15316
24.595,3.14513
24.6052,3.1441
24.6865,3.12808
24.7462,3.11525
24.8627,3.09216
24.8721,3.09069
24.9463,3.08002
25.0245,3.07057
25.0512,3.068
25.0874,3.06423
25.1643,3.0584
25.2013,3.05621
25.2183,3.05537
25.2836,3.05276
25.3175,3.05175
25.3536,3.04794
25.3982,3.04287
25.3982,3.04287
25.4007,3.0425
25.6918,3.02832
25.7296,3.03103
25.7485,3.03287
25.7656,3.03404
25.7699,3.03426
25.77,3.03427
25.7873,3.03479
25.8417,3.03786
25.8909,3.03989
25.9025,3.04013
25.9093,3.04039
26.0049,3.04684
26.0085,3.04709
26.1109,3.05321
26.1499,3.0574
26.1515,3.05752
26.1829,3.05966
26.2859,3.07269
26.3433,3.08263
26.4139,3.09007
26.4392,3.09281
26.4468,3.09319
26.491,3.09553
26.5099,3.09629
26.615,3.10686
26.6659,3.11008
26.7131,3.11385
26.7275,3.11331
26.7714,3.11065
26.8783,3.10436
26.9836,3.10456
26.9937,3.10429
27.0465,3.10072
27.0766,3.09811
27.1202,3.09379
27.1264,3.09307
27.1316,3.09248
27.1573,3.08843
27.2527,3.07716
27.2739,3.07344
27.3864,3.05298
27.4854,3.0375
27.6556,3.00562
27.6641,3.00354
27.723,2.98576
27.7701,2.97113
28.0283,2.93281
28.0811,2.93089
28.09,2.93077
28.1168,2.92809
28.1714,2.91344
28.2255,2.89959
28.385,2.87145
28.4003,2.86885
28.4221,2.86472
28.4953,2.84684
28.507,2.84431
28.5718,2.83235
28.6017,2.82614
28.6235,2.82015
28.6472,2.81279
28.7374,2.78374
28.7853,2.76875
28.8808,2.73872
28.9195,2.72758
28.924,2.72636
28.9738,2.71057
28.9866,2.70658
29.0391,2.68938
29.1338,2.65661
29.2544,2.62441
29.3527,2.60465
29.3775,2.60036
29.4249,2.58943
29.4265,2.58903
29.536,2.56444
29.6227,2.54824
29.7051,2.53689
29.77,2.52865
29.8798,2.51491
29.912,2.5102
29.9321,2.50765
29.9744,2.50244
29.9942,2.49951
30.0431,2.49325
30.0595,2.49126
30.0797,2.48847
30.0797,2.48847
30.0808,2.48828
30.1692,2.47479
30.3114,2.46055
30.3748,2.45633
30.4057,2.45485
30.4971,2.44407
30.5068,2.44291
30.5929,2.43361
30.6665,2.42751
30.7021,2.42444
30.7048,2.4241
30.7445,2.41959
30.7576,2.41784
30.8308,2.40932
30.8402,2.40842
30.923,2.39939
30.9486,2.39661
30.9579,2.39529
31.011,2.38514
31.0255,2.38231
31.0961,2.36941
31.1562,2.36028
31.1611,2.35955
31.2372,2.35296
31.2447,2.35219
31.2702,2.34915
31.2895,2.34651
31.3107,2.34314
31.3167,2.34217
31.3371,2.3382
31.4725,2.31446
31.5021,2.31152
31.5321,2.30824
31.5673,2.303
31.5749,2.30179
31.6094,2.29507
31.6394,2.28969
31.8358,2.27319
31.8651,2.27519
31.8797,2.27591
31.9104,2.27653
31.9104,2.27653
31.9126,2.27664
31.9549,2.27827
31.9588,2.27836
31.9798,2.27818
32.0314,2.2774
32.0316,2.2774
32.0819,2.27879
32.0961,2.27996
32.2142,2.29998
32.218,2.30102
32.2378,2.30547
32.2936,2.31883
32.2978,2.31985
32.3187,2.32454
32.3926,2.34238
32.3971,2.34351
32.4786,2.36364
32.4965,2.36895
32.5747,2.395
32.5774,2.39592
32.5904,2.40063
32.597,2.40289
32.6163,2.40951
32.6707,2.42825
32.6767,2.43052
32.6975,2.43813
32.7197,2.44564
32.7396,2.45184
32.8054,2.47429
32.8294,2.4821
32.8551,2.48971
32.8594,2.49089
32.8749,2.49411
32.9255,2.49602
32.9401,2.49512
32.9553,2.49242
33.0282,2.47951
33.031,2.47903
33.0836,2.47015
33.1023,2.46706
33.1047,2.46666
33.1396,2.46032
33.1568,2.45665
33.1656,2.45475
33.1826,2.45052
33.2369,2.43734
33.3183,2.41909
33.3702,2.40941
33.3798,2.40759
33.387,2.406
33.4208,2.39731
33.4322,2.39434
33.4854,2.37937
33.4903,2.37796
33.5337,2.36584
33.6539,2.34162
33.658,2.34107
33.6829,2.33704
33.6842,2.33682
33.7344,2.32812
33.7348,2.32803
33.787,2.31575
33.8036,2.31179
33.9817,2.28868
33.9954,2.28857
34.019,2.28774
34.0469,2.28564
34.0683,2.28346
34.0803,2.28209
34.1127,2.27782
34.2512,2.27365
34.2818,2.27454
34.3041,2.27496
34.337,2.27406
34.3371,2.27405
34.3416,2.27373
