Distance,Diameter,Radius,FFR,Text File Input
25.2152,1.07864,0.53932,,25.2152 0.53932 0
25.2152,1.07864,0.53932,,25.2152 0.53932 0
25.2286,1.07955,0.539775,,25.2286 0.539775 0
25.2339,1.07968,0.53984,,25.2339 0.53984 0
25.2653,1.07974,0.53987,,25.2653 0.53987 0
25.2867,1.08023,0.540115,,25.2867 0.540115 0
25.3079,1.08049,0.540245,,25.3079 0.540245 0
25.3587,1.08366,0.54183,,25.3587 0.54183 0
25.3927,1.0865,0.54325,,25.3927 0.54325 0
25.4217,1.08985,0.544925,,25.4217 0.544925 0
25.4239,1.09002,0.54501,,25.4239 0.54501 0
25.4376,1.09073,0.545365,,25.4376 0.545365 0
25.4754,1.09368,0.54684,,25.4754 0.54684 0
25.4755,1.09368,0.54684,,25.4755 0.54684 0
25.4841,1.09426,0.54713,,25.4841 0.54713 0
25.4862,1.09439,0.547195,,25.4862 0.547195 0
25.505,1.09548,0.54774,,25.505 0.54774 0
25.5052,1.0955,0.54775,,25.5052 0.54775 0
25.5238,1.09739,0.548695,,25.5238 0.548695 0
25.5299,1.09769,0.548845,,25.5299 0.548845 0
25.5664,1.09989,0.549945,,25.5664 0.549945 0
25.5911,1.10248,0.55124,,25.5911 0.55124 0
25.6541,1.11042,0.55521,,25.6541 0.55521 0
25.6689,1.11293,0.556465,,25.6689 0.556465 0
25.669,1.11294,0.55647,,25.669 0.55647 0
25.6901,1.11613,0.558065,,25.6901 0.558065 0
25.7059,1.11885,0.559425,,25.7059 0.559425 0
25.7087,1.11923,0.559615,,25.7087 0.559615 0
25.7201,1.12075,0.560375,,25.7201 0.560375 0
25.7574,1.12611,0.563055,,25.7574 0.563055 0
25.7588,1.1263,0.56315,,25.7588 0.56315 0
25.77,1.12787,0.563935,,25.77 0.563935 0
25.7874,1.12975,0.564875,,25.7874 0.564875 0
25.8398,1.13262,0.56631,,25.8398 0.56631 0
25.8398,1.13262,0.56631,,25.8398 0.56631 0
25.8458,1.13298,0.56649,,25.8458 0.56649 0
25.8902,1.13572,0.56786,,25.8902 0.56786 0
25.9215,1.13594,0.56797,,25.9215 0.56797 0
25.9463,1.13626,0.56813,,25.9463 0.56813 0
25.9705,1.13652,0.56826,,25.9705 0.56826 0
26.0015,1.13736,0.56868,,26.0015 0.56868 0
26.0162,1.13765,0.568825,,26.0162 0.568825 0
26.022,1.13767,0.568835,,26.022 0.568835 0
26.0556,1.13805,0.569025,,26.0556 0.569025 0
26.078,1.13853,0.569265,,26.078 0.569265 0
26.1309,1.14208,0.57104,,26.1309 0.57104 0
26.1309,1.14208,0.57104,,26.1309 0.57104 0
26.1328,1.14222,0.57111,,26.1328 0.57111 0
26.1726,1.14329,0.571645,,26.1726 0.571645 0
26.1917,1.14438,0.57219,,26.1917 0.57219 0
26.1938,1.1445,0.57225,,26.1938 0.57225 0
26.2187,1.14525,0.572625,,26.2187 0.572625 0
26.2279,1.14593,0.572965,,26.2279 0.572965 0
26.2732,1.14934,0.57467,,26.2732 0.57467 0
26.2831,1.15024,0.57512,,26.2831 0.57512 0
26.3277,1.15449,0.577245,,26.3277 0.577245 0
26.3371,1.15542,0.57771,,26.3371 0.57771 0
26.3796,1.15959,0.579795,,26.3796 0.579795 0
26.3866,1.16054,0.58027,,26.3866 0.58027 0
26.4195,1.16544,0.58272,,26.4195 0.58272 0
26.4205,1.16562,0.58281,,26.4205 0.58281 0
26.4618,1.17251,0.586255,,26.4618 0.586255 0
26.4629,1.17271,0.586355,,26.4629 0.586355 0
26.4784,1.17538,0.58769,,26.4784 0.58769 0
26.5048,1.1798,0.5899,,26.5048 0.5899 0
26.5262,1.18348,0.59174,,26.5262 0.59174 0
26.5466,1.18689,0.593445,,26.5466 0.593445 0
26.547,1.18697,0.593485,,26.547 0.593485 0
26.573,1.18976,0.59488,,26.573 0.59488 0
26.5959,1.19234,0.59617,,26.5959 0.59617 0
26.6133,1.19389,0.596945,,26.6133 0.596945 0
26.6134,1.1939,0.59695,,26.6134 0.59695 0
26.634,1.19582,0.59791,,26.634 0.59791 0
26.6642,1.19834,0.59917,,26.6642 0.59917 0
26.6645,1.19839,0.599195,,26.6645 0.599195 0
26.7067,1.20453,0.602265,,26.7067 0.602265 0
26.7068,1.20455,0.602275,,26.7068 0.602275 0
26.741,1.211,0.6055,,26.741 0.6055 0
26.7583,1.21417,0.607085,,26.7583 0.607085 0
26.8008,1.22282,0.61141,,26.8008 0.61141 0
26.8027,1.22313,0.611565,,26.8027 0.611565 0
26.8623,1.233,0.6165,,26.8623 0.6165 0
26.8681,1.23412,0.61706,,26.8681 0.61706 0
26.8748,1.2354,0.6177,,26.8748 0.6177 0
26.9111,1.24341,0.621705,,26.9111 0.621705 0
26.9267,1.24686,0.62343,,26.9267 0.62343 0
26.9268,1.2469,0.62345,,26.9268 0.62345 0
26.9604,1.25631,0.628155,,26.9604 0.628155 0
26.961,1.25649,0.628245,,26.961 0.628245 0
26.9903,1.26548,0.63274,,26.9903 0.63274 0
27.0064,1.27029,0.635145,,27.0064 0.635145 0
27.0114,1.27182,0.63591,,27.0114 0.63591 0
27.0152,1.2729,0.63645,,27.0152 0.63645 0
27.058,1.28502,0.64251,,27.058 0.64251 0
27.1304,1.30967,0.654835,,27.1304 0.654835 0
27.1454,1.31545,0.657725,,27.1454 0.657725 0
27.1963,1.33525,0.667625,,27.1963 0.667625 0
27.2016,1.33735,0.668675,,27.2016 0.668675 0
27.2223,1.34572,0.67286,,27.2223 0.67286 0
27.2563,1.35877,0.679385,,27.2563 0.679385 0
27.2724,1.36514,0.68257,,27.2724 0.68257 0
27.3189,1.38249,0.691245,,27.3189 0.691245 0
27.3263,1.38536,0.69268,,27.3263 0.69268 0
27.3323,1.38757,0.693785,,27.3323 0.693785 0
27.3595,1.3981,0.69905,,27.3595 0.69905 0
27.373,1.40335,0.701675,,27.373 0.701675 0
27.3778,1.4051,0.70255,,27.3778 0.70255 0
27.3993,1.41188,0.70594,,27.3993 0.70594 0
27.4057,1.41381,0.706905,,27.4057 0.706905 0
27.4058,1.41384,0.70692,,27.4058 0.70692 0
27.408,1.41463,0.707315,,27.408 0.707315 0
27.4262,1.42007,0.710035,,27.4262 0.710035 0
27.4527,1.42729,0.713645,,27.4527 0.713645 0
27.4552,1.428,0.714,,27.4552 0.714 0
27.5356,1.45691,0.728455,,27.5356 0.728455 0
27.5651,1.47002,0.73501,,27.5651 0.73501 0
27.5716,1.47252,0.73626,,27.5716 0.73626 0
27.6021,1.48314,0.74157,,27.6021 0.74157 0
27.6199,1.48928,0.74464,,27.6199 0.74464 0
27.6524,1.50002,0.75001,,27.6524 0.75001 0
27.6771,1.50741,0.753705,,27.6771 0.753705 0
27.6804,1.50838,0.75419,,27.6804 0.75419 0
27.6804,1.50839,0.754195,,27.6804 0.754195 0
27.6864,1.50991,0.754955,,27.6864 0.754955 0
27.6925,1.51125,0.755625,,27.6925 0.755625 0
27.7185,1.51637,0.758185,,27.7185 0.758185 0
27.7319,1.51936,0.75968,,27.7319 0.75968 0
27.733,1.51961,0.759805,,27.733 0.759805 0
27.7369,1.52023,0.760115,,27.7369 0.760115 0
27.7514,1.52246,0.76123,,27.7514 0.76123 0
27.7894,1.5293,0.76465,,27.7894 0.76465 0
27.8128,1.53399,0.766995,,27.8128 0.766995 0
27.8159,1.53445,0.767225,,27.8159 0.767225 0
27.8423,1.5375,0.76875,,27.8423 0.76875 0
27.8437,1.53759,0.768795,,27.8437 0.768795 0
27.8779,1.5396,0.7698,,27.8779 0.7698 0
27.8928,1.54021,0.770105,,27.8928 0.770105 0
27.8931,1.54021,0.770105,,27.8931 0.770105 0
27.9365,1.54108,0.77054,,27.9365 0.77054 0
27.9463,1.54095,0.770475,,27.9463 0.770475 0
27.9644,1.54018,0.77009,,27.9644 0.77009 0
28.0023,1.53782,0.76891,,28.0023 0.76891 0
28.0288,1.53664,0.76832,,28.0288 0.76832 0
28.0607,1.53334,0.76667,,28.0607 0.76667 0
28.0616,1.53323,0.766615,,28.0616 0.766615 0
28.0772,1.53168,0.76584,,28.0772 0.76584 0
28.1147,1.52747,0.763735,,28.1147 0.763735 0
28.1187,1.52701,0.763505,,28.1187 0.763505 0
28.1385,1.52402,0.76201,,28.1385 0.76201 0
28.1919,1.51571,0.757855,,28.1919 0.757855 0
28.2088,1.51279,0.756395,,28.2088 0.756395 0
28.2202,1.51072,0.75536,,28.2202 0.75536 0
28.2485,1.50409,0.752045,,28.2485 0.752045 0
28.2783,1.49772,0.74886,,28.2783 0.74886 0
28.2927,1.49454,0.74727,,28.2927 0.74727 0
28.3424,1.48168,0.74084,,28.3424 0.74084 0
28.3502,1.47952,0.73976,,28.3502 0.73976 0
28.3907,1.46873,0.734365,,28.3907 0.734365 0
28.4272,1.45509,0.727545,,28.4272 0.727545 0
28.428,1.45486,0.72743,,28.428 0.72743 0
28.4837,1.43693,0.718465,,28.4837 0.718465 0
28.528,1.42577,0.712885,,28.528 0.712885 0
28.5365,1.42372,0.71186,,28.5365 0.71186 0
28.5576,1.41845,0.709225,,28.5576 0.709225 0
28.566,1.41596,0.70798,,28.566 0.70798 0
28.5899,1.4095,0.70475,,28.5899 0.70475 0
28.6002,1.40629,0.703145,,28.6002 0.703145 0
28.6093,1.40335,0.701675,,28.6093 0.701675 0
28.6326,1.39528,0.69764,,28.6326 0.69764 0
28.6682,1.38384,0.69192,,28.6682 0.69192 0
28.6691,1.38355,0.691775,,28.6691 0.691775 0
28.6871,1.37808,0.68904,,28.6871 0.68904 0
28.6914,1.37664,0.68832,,28.6914 0.68832 0
28.7,1.37367,0.686835,,28.7 0.686835 0
28.7372,1.36094,0.68047,,28.7372 0.68047 0
28.7566,1.35424,0.67712,,28.7566 0.67712 0
28.7922,1.34252,0.67126,,28.7922 0.67126 0
28.8202,1.3327,0.66635,,28.8202 0.66635 0
28.8446,1.324,0.662,,28.8446 0.662 0
28.8878,1.31025,0.655125,,28.8878 0.655125 0
28.9235,1.30073,0.650365,,28.9235 0.650365 0
28.9436,1.2952,0.6476,,28.9436 0.6476 0
28.9582,1.29072,0.64536,,28.9582 0.64536 0
28.9956,1.27957,0.639785,,28.9956 0.639785 0
29.0079,1.27597,0.637985,,29.0079 0.637985 0
29.1697,1.25086,0.62543,,29.1697 0.62543 0
29.1917,1.24997,0.624985,,29.1917 0.624985 0
29.2098,1.2492,0.6246,,29.2098 0.6246 0
29.2299,1.24826,0.62413,,29.2299 0.62413 0
29.2642,1.2476,0.6238,,29.2642 0.6238 0
29.2723,1.24728,0.62364,,29.2723 0.62364 0
29.2966,1.24795,0.623975,,29.2966 0.623975 0
29.3291,1.2498,0.6249,,29.3291 0.6249 0
29.3695,1.25415,0.627075,,29.3695 0.627075 0
29.3968,1.25829,0.629145,,29.3968 0.629145 0
29.4209,1.26246,0.63123,,29.4209 0.63123 0
29.4436,1.26658,0.63329,,29.4436 0.63329 0
29.4784,1.27257,0.636285,,29.4784 0.636285 0
29.4881,1.27395,0.636975,,29.4881 0.636975 0
29.5235,1.28074,0.64037,,29.5235 0.64037 0
29.5477,1.28671,0.643355,,29.5477 0.643355 0
29.5649,1.29081,0.645405,,29.5649 0.645405 0
29.615,1.30715,0.653575,,29.615 0.653575 0
29.6391,1.31633,0.658165,,29.6391 0.658165 0
29.6585,1.32457,0.662285,,29.6585 0.662285 0
29.6612,1.32564,0.66282,,29.6612 0.66282 0
29.6656,1.32742,0.66371,,29.6656 0.66371 0
29.6725,1.33016,0.66508,,29.6725 0.66508 0
29.6736,1.33053,0.665265,,29.6736 0.665265 0
29.6921,1.3371,0.66855,,29.6921 0.66855 0
29.7177,1.34678,0.67339,,29.7177 0.67339 0
29.7364,1.35324,0.67662,,29.7364 0.67662 0
29.7599,1.36191,0.680955,,29.7599 0.680955 0
29.7706,1.36558,0.68279,,29.7706 0.68279 0
29.8131,1.38004,0.69002,,29.8131 0.69002 0
29.905,1.42334,0.71167,,29.905 0.71167 0
29.9117,1.42651,0.713255,,29.9117 0.713255 0
29.9343,1.43856,0.71928,,29.9343 0.71928 0
29.937,1.44003,0.720015,,29.937 0.720015 0
29.9471,1.44546,0.72273,,29.9471 0.72273 0
29.9548,1.44944,0.72472,,29.9548 0.72472 0
29.9718,1.458,0.729,,29.9718 0.729 0
29.982,1.46309,0.731545,,29.982 0.731545 0
29.9924,1.46822,0.73411,,29.9924 0.73411 0
30.0264,1.48537,0.742685,,30.0264 0.742685 0
30.0325,1.4885,0.74425,,30.0325 0.74425 0
30.0444,1.4949,0.74745,,30.0444 0.74745 0
30.0464,1.49598,0.74799,,30.0464 0.74799 0
30.0783,1.51207,0.756035,,30.0783 0.756035 0
30.0912,1.51901,0.759505,,30.0912 0.759505 0
30.1002,1.52374,0.76187,,30.1002 0.76187 0
30.1005,1.5239,0.76195,,30.1005 0.76195 0
30.1094,1.52821,0.764105,,30.1094 0.764105 0
30.1488,1.54815,0.774075,,30.1488 0.774075 0
30.1773,1.56354,0.78177,,30.1773 0.78177 0
30.2142,1.58257,0.791285,,30.2142 0.791285 0
30.2372,1.59499,0.797495,,30.2372 0.797495 0
30.2508,1.60196,0.80098,,30.2508 0.80098 0
30.2526,1.60283,0.801415,,30.2526 0.801415 0
30.292,1.62076,0.81038,,30.292 0.81038 0
30.3075,1.62798,0.81399,,30.3075 0.81399 0
30.3075,1.62798,0.81399,,30.3075 0.81399 0
30.3076,1.62803,0.814015,,30.3076 0.814015 0
30.3259,1.63372,0.81686,,30.3259 0.81686 0
30.3389,1.6377,0.81885,,30.3389 0.81885 0
30.3508,1.64063,0.820315,,30.3508 0.820315 0
30.3736,1.64579,0.822895,,30.3736 0.822895 0
30.3763,1.64639,0.823195,,30.3763 0.823195 0
30.4182,1.65147,0.825735,,30.4182 0.825735 0
30.4197,1.6516,0.8258,,30.4197 0.8258 0
30.4435,1.65441,0.827205,,30.4435 0.827205 0
30.4518,1.65538,0.82769,,30.4518 0.82769 0
30.4654,1.65694,0.82847,,30.4654 0.82847 0
30.493,1.65832,0.82916,,30.493 0.82916 0
30.493,1.65832,0.82916,,30.493 0.82916 0
30.4941,1.65836,0.82918,,30.4941 0.82918 0
30.5125,1.65873,0.829365,,30.5125 0.829365 0
30.5494,1.65729,0.828645,,30.5494 0.828645 0
30.5696,1.65564,0.82782,,30.5696 0.82782 0
30.5721,1.65541,0.827705,,30.5721 0.827705 0
30.5948,1.65341,0.826705,,30.5948 0.826705 0
30.6017,1.65262,0.82631,,30.6017 0.82631 0
30.6326,1.64688,0.82344,,30.6326 0.82344 0
30.6587,1.64254,0.82127,,30.6587 0.82127 0
30.6595,1.64241,0.821205,,30.6595 0.821205 0
30.6865,1.63801,0.819005,,30.6865 0.819005 0
30.6995,1.63547,0.817735,,30.6995 0.817735 0
30.7005,1.63525,0.817625,,30.7005 0.817625 0
30.7381,1.62737,0.813685,,30.7381 0.813685 0
30.7458,1.62571,0.812855,,30.7458 0.812855 0
30.7898,1.61597,0.807985,,30.7898 0.807985 0
30.8046,1.6128,0.8064,,30.8046 0.8064 0
30.8201,1.60892,0.80446,,30.8201 0.80446 0
30.8429,1.60234,0.80117,,30.8429 0.80117 0
30.8726,1.59432,0.79716,,30.8726 0.79716 0
30.8744,1.5938,0.7969,,30.8744 0.7969 0
30.9188,1.58059,0.790295,,30.9188 0.790295 0
30.9195,1.58041,0.790205,,30.9195 0.790205 0
30.9277,1.57793,0.788965,,30.9277 0.788965 0
30.9848,1.55973,0.779865,,30.9848 0.779865 0
30.9992,1.55519,0.777595,,30.9992 0.777595 0
31.046,1.54108,0.77054,,31.046 0.77054 0
31.1045,1.52195,0.760975,,31.1045 0.760975 0
31.153,1.50625,0.753125,,31.153 0.753125 0
31.1672,1.50174,0.75087,,31.1672 0.75087 0
31.1755,1.49905,0.749525,,31.1755 0.749525 0
31.2149,1.48621,0.743105,,31.2149 0.743105 0
31.2369,1.47838,0.73919,,31.2369 0.73919 0
31.3183,1.45529,0.727645,,31.3183 0.727645 0
31.3708,1.44223,0.721115,,31.3708 0.721115 0
31.3897,1.4386,0.7193,,31.3897 0.7193 0
31.4009,1.43584,0.71792,,31.4009 0.71792 0
31.4552,1.4239,0.71195,,31.4552 0.71195 0
31.4564,1.42363,0.711815,,31.4564 0.711815 0
31.4688,1.42074,0.71037,,31.4688 0.71037 0
31.531,1.40803,0.704015,,31.531 0.704015 0
31.5526,1.40452,0.70226,,31.5526 0.70226 0
31.6411,1.39918,0.69959,,31.6411 0.69959 0
31.6421,1.39916,0.69958,,31.6421 0.69958 0
31.658,1.39835,0.699175,,31.658 0.699175 0
31.6803,1.39743,0.698715,,31.6803 0.698715 0
31.7046,1.39671,0.698355,,31.7046 0.698355 0
31.7256,1.3955,0.69775,,31.7256 0.69775 0
31.7672,1.39402,0.69701,,31.7672 0.69701 0
31.8604,1.39751,0.698755,,31.8604 0.698755 0
31.8798,1.40079,0.700395,,31.8798 0.700395 0
31.8799,1.40079,0.700395,,31.8799 0.700395 0
31.8854,1.40135,0.700675,,31.8854 0.700675 0
31.886,1.40141,0.700705,,31.886 0.700705 0
31.9166,1.40465,0.702325,,31.9166 0.702325 0
31.9295,1.40598,0.70299,,31.9295 0.70299 0
31.9723,1.41041,0.705205,,31.9723 0.705205 0
31.9892,1.41249,0.706245,,31.9892 0.706245 0
32.0474,1.42087,0.710435,,32.0474 0.710435 0
32.108,1.43472,0.71736,,32.108 0.71736 0
32.132,1.4415,0.72075,,32.132 0.72075 0
32.1338,1.44189,0.720945,,32.1338 0.720945 0
32.1839,1.45373,0.726865,,32.1839 0.726865 0
32.2283,1.46522,0.73261,,32.2283 0.73261 0
32.2905,1.48508,0.74254,,32.2905 0.74254 0
32.3529,1.50795,0.753975,,32.3529 0.753975 0
32.3576,1.5097,0.75485,,32.3576 0.75485 0
32.4004,1.52373,0.761865,,32.4004 0.761865 0
32.4511,1.54004,0.77002,,32.4511 0.77002 0
32.4727,1.54681,0.773405,,32.4727 0.773405 0
32.5347,1.56893,0.784465,,32.5347 0.784465 0
32.5349,1.56898,0.78449,,32.5349 0.78449 0
32.5393,1.57059,0.785295,,32.5393 0.785295 0
32.5968,1.59164,0.79582,,32.5968 0.79582 0
32.5986,1.59227,0.796135,,32.5986 0.796135 0
32.6177,1.59844,0.79922,,32.6177 0.79922 0
32.6616,1.61293,0.806465,,32.6616 0.806465 0
32.7142,1.62891,0.814455,,32.7142 0.814455 0
32.7208,1.6309,0.81545,,32.7208 0.81545 0
32.7747,1.64704,0.82352,,32.7747 0.82352 0
32.7894,1.65167,0.825835,,32.7894 0.825835 0
32.7913,1.65218,0.82609,,32.7913 0.82609 0
32.7917,1.65229,0.826145,,32.7917 0.826145 0
32.831,1.65937,0.829685,,32.831 0.829685 0
32.8752,1.66516,0.83258,,32.8752 0.83258 0
32.8904,1.66707,0.833535,,32.8904 0.833535 0
32.9299,1.67221,0.836105,,32.9299 0.836105 0
32.9312,1.67238,0.83619,,32.9312 0.83619 0
32.9776,1.68007,0.840035,,32.9776 0.840035 0
32.9886,1.68194,0.84097,,32.9886 0.84097 0
33.0034,1.68397,0.841985,,33.0034 0.841985 0
33.0367,1.68879,0.844395,,33.0367 0.844395 0
33.0667,1.69335,0.846675,,33.0667 0.846675 0
33.0755,1.69455,0.847275,,33.0755 0.847275 0
33.0923,1.69655,0.848275,,33.0923 0.848275 0
33.1243,1.69936,0.84968,,33.1243 0.84968 0
33.1363,1.70047,0.850235,,33.1363 0.850235 0
33.1401,1.70074,0.85037,,33.1401 0.85037 0
33.1636,1.70141,0.850705,,33.1636 0.850705 0
33.1905,1.7017,0.85085,,33.1905 0.85085 0
33.2206,1.70193,0.850965,,33.2206 0.850965 0
33.2723,1.70213,0.851065,,33.2723 0.851065 0
33.2966,1.70069,0.850345,,33.2966 0.850345 0
33.2967,1.70068,0.85034,,33.2967 0.85034 0
33.3189,1.6992,0.8496,,33.3189 0.8496 0
33.328,1.69837,0.849185,,33.328 0.849185 0
33.3416,1.69704,0.84852,,33.3416 0.84852 0
33.3827,1.69366,0.84683,,33.3827 0.84683 0
33.3943,1.69263,0.846315,,33.3943 0.846315 0
33.445,1.68823,0.844115,,33.445 0.844115 0
33.4609,1.68613,0.843065,,33.4609 0.843065 0
33.5162,1.67909,0.839545,,33.5162 0.839545 0
33.5388,1.67651,0.838255,,33.5388 0.838255 0
33.6017,1.67117,0.835585,,33.6017 0.835585 0
33.6205,1.66873,0.834365,,33.6205 0.834365 0
33.6671,1.66268,0.83134,,33.6671 0.83134 0
33.7129,1.65815,0.829075,,33.7129 0.829075 0
33.7251,1.6572,0.8286,,33.7251 0.8286 0
33.7582,1.65358,0.82679,,33.7582 0.82679 0
33.7722,1.65217,0.826085,,33.7722 0.826085 0
33.7946,1.64959,0.824795,,33.7946 0.824795 0
33.8448,1.64354,0.82177,,33.8448 0.82177 0
33.873,1.64082,0.82041,,33.873 0.82041 0
33.9317,1.63728,0.81864,,33.9317 0.81864 0
33.9371,1.63705,0.818525,,33.9371 0.818525 0
33.959,1.63624,0.81812,,33.959 0.81812 0
33.9908,1.63547,0.817735,,33.9908 0.817735 0
34.0081,1.63495,0.817475,,34.0081 0.817475 0
34.0473,1.63362,0.81681,,34.0473 0.81681 0
34.1003,1.634,0.817,,34.1003 0.817 0
34.1004,1.634,0.817,,34.1004 0.817 0
34.1046,1.63405,0.817025,,34.1046 0.817025 0
34.1536,1.63464,0.81732,,34.1536 0.81732 0
34.2054,1.63836,0.81918,,34.2054 0.81918 0
34.2061,1.63841,0.819205,,34.2061 0.819205 0
34.2573,1.64175,0.820875,,34.2573 0.820875 0
34.2656,1.64237,0.821185,,34.2656 0.821185 0
34.3213,1.64695,0.823475,,34.3213 0.823475 0
34.3482,1.65015,0.825075,,34.3482 0.825075 0
34.3737,1.65158,0.82579,,34.3737 0.82579 0
34.398,1.65323,0.826615,,34.398 0.826615 0
34.4449,1.65731,0.828655,,34.4449 0.828655 0
34.4512,1.65799,0.828995,,34.4512 0.828995 0
34.481,1.66089,0.830445,,34.481 0.830445 0
34.5004,1.66316,0.83158,,34.5004 0.83158 0
34.5159,1.66527,0.832635,,34.5159 0.832635 0
34.5298,1.66698,0.83349,,34.5298 0.83349 0
34.5439,1.66848,0.83424,,34.5439 0.83424 0
34.5921,1.67346,0.83673,,34.5921 0.83673 0
34.638,1.67819,0.839095,,34.638 0.839095 0
34.6383,1.67823,0.839115,,34.6383 0.839115 0
34.6551,1.68011,0.840055,,34.6551 0.840055 0
34.6551,1.68011,0.840055,,34.6551 0.840055 0
34.6649,1.6809,0.84045,,34.6649 0.84045 0
34.7286,1.68676,0.84338,,34.7286 0.84338 0
34.7289,1.6868,0.8434,,34.7289 0.8434 0
34.7533,1.68975,0.844875,,34.7533 0.844875 0
34.7925,1.69498,0.84749,,34.7925 0.84749 0
34.7938,1.69512,0.84756,,34.7938 0.84756 0
34.841,1.69913,0.849565,,34.841 0.849565 0
34.8428,1.69922,0.84961,,34.8428 0.84961 0
34.8908,1.69867,0.849335,,34.8908 0.849335 0
34.9115,1.69866,0.84933,,34.9115 0.84933 0
34.9632,1.69957,0.849785,,34.9632 0.849785 0
34.9704,1.69961,0.849805,,34.9704 0.849805 0
35.0114,1.69899,0.849495,,35.0114 0.849495 0
35.0484,1.6982,0.8491,,35.0484 0.8491 0
35.0543,1.69758,0.84879,,35.0543 0.84879 0
35.1093,1.69412,0.84706,,35.1093 0.84706 0
35.1162,1.69376,0.84688,,35.1162 0.84688 0
35.1357,1.69198,0.84599,,35.1357 0.84599 0
35.1479,1.69097,0.845485,,35.1479 0.845485 0
35.182,1.68794,0.84397,,35.182 0.84397 0
35.2021,1.68591,0.842955,,35.2021 0.842955 0
35.2117,1.68495,0.842475,,35.2117 0.842475 0
35.2239,1.6835,0.84175,,35.2239 0.84175 0
35.2793,1.67745,0.838725,,35.2793 0.838725 0
35.2912,1.67629,0.838145,,35.2912 0.838145 0
35.3113,1.67427,0.837135,,35.3113 0.837135 0
35.3406,1.6713,0.83565,,35.3406 0.83565 0
35.3468,1.67075,0.835375,,35.3468 0.835375 0
35.356,1.66996,0.83498,,35.356 0.83498 0
35.3826,1.66703,0.833515,,35.3826 0.833515 0
35.3938,1.66543,0.832715,,35.3938 0.832715 0
35.4461,1.65596,0.82798,,35.4461 0.82798 0
35.4642,1.65287,0.826435,,35.4642 0.826435 0
35.5232,1.64372,0.82186,,35.5232 0.82186 0
35.5396,1.64078,0.82039,,35.5396 0.82039 0
35.589,1.63302,0.81651,,35.589 0.81651 0
35.5924,1.63248,0.81624,,35.5924 0.81624 0
35.6765,1.62136,0.81068,,35.6765 0.81068 0
35.7366,1.61933,0.809665,,35.7366 0.809665 0
35.7368,1.61932,0.80966,,35.7368 0.80966 0
35.7744,1.61689,0.808445,,35.7744 0.808445 0
35.7978,1.61561,0.807805,,35.7978 0.807805 0
35.81,1.61478,0.80739,,35.81 0.80739 0
35.814,1.61441,0.807205,,35.814 0.807205 0
35.858,1.61151,0.805755,,35.858 0.805755 0
35.8727,1.61084,0.80542,,35.8727 0.80542 0
35.9225,1.60978,0.80489,,35.9225 0.80489 0
35.9467,1.60881,0.804405,,35.9467 0.804405 0
36.0012,1.60713,0.803565,,36.0012 0.803565 0
36.0563,1.60836,0.80418,,36.0563 0.80418 0
36.0884,1.61088,0.80544,,36.0884 0.80544 0
36.0965,1.61165,0.805825,,36.0965 0.805825 0
36.147,1.61399,0.806995,,36.147 0.806995 0
36.1609,1.61477,0.807385,,36.1609 0.807385 0
36.174,1.61535,0.807675,,36.174 0.807675 0
36.1742,1.61536,0.80768,,36.1742 0.80768 0
36.211,1.61663,0.808315,,36.211 0.808315 0
36.2534,1.62281,0.811405,,36.2534 0.811405 0
36.3126,1.63091,0.815455,,36.3126 0.815455 0
36.3271,1.63419,0.817095,,36.3271 0.817095 0
36.3271,1.63419,0.817095,,36.3271 0.817095 0
36.3283,1.6344,0.8172,,36.3283 0.8172 0
36.3283,1.63442,0.81721,,36.3283 0.81721 0
36.3323,1.63511,0.817555,,36.3323 0.817555 0
36.3614,1.63957,0.819785,,36.3614 0.819785 0
36.3911,1.64454,0.82227,,36.3911 0.82227 0
36.3912,1.64456,0.82228,,36.3912 0.82228 0
36.4099,1.64777,0.823885,,36.4099 0.823885 0
36.4201,1.64928,0.82464,,36.4201 0.82464 0
36.4506,1.65334,0.82667,,36.4506 0.82667 0
36.5202,1.66666,0.83333,,36.5202 0.83333 0
36.5426,1.67232,0.83616,,36.5426 0.83616 0
36.5566,1.67578,0.83789,,36.5566 0.83789 0
36.5882,1.68319,0.841595,,36.5882 0.841595 0
36.5991,1.68556,0.84278,,36.5991 0.84278 0
36.6003,1.6858,0.8429,,36.6003 0.8429 0
36.6056,1.68666,0.84333,,36.6056 0.84333 0
36.6289,1.68968,0.84484,,36.6289 0.84484 0
36.6739,1.69658,0.84829,,36.6739 0.84829 0
36.727,1.70731,0.853655,,36.727 0.853655 0
36.7982,1.72783,0.863915,,36.7982 0.863915 0
36.8344,1.7408,0.8704,,36.8344 0.8704 0
36.8514,1.74685,0.873425,,36.8514 0.873425 0
36.8541,1.74788,0.87394,,36.8541 0.87394 0
36.8652,1.75169,0.875845,,36.8652 0.875845 0
36.8943,1.76075,0.880375,,36.8943 0.880375 0
36.9183,1.7678,0.8839,,36.9183 0.8839 0
36.9417,1.7741,0.88705,,36.9417 0.88705 0
36.9993,1.791,0.8955,,36.9993 0.8955 0
37.0083,1.79286,0.89643,,37.0083 0.89643 0
37.0196,1.7948,0.8974,,37.0196 0.8974 0
37.0552,1.79964,0.89982,,37.0552 0.89982 0
37.0606,1.80026,0.90013,,37.0606 0.90013 0
37.0902,1.80339,0.901695,,37.0902 0.901695 0
37.1215,1.80726,0.90363,,37.1215 0.90363 0
