Distance,Diameter,Radius,,text,,,FFR
20.0441,1.70058,0.85029,,20.0441 0.85029 0,,,
20.05,1.7004,0.8502,,20.05 0.8502 0,,,
20.1076,1.69878,0.84939,,20.1076 0.84939 0,,,
20.1161,1.69823,0.849115,,20.1161 0.849115 0,,,
20.193,1.69441,0.847205,,20.193 0.847205 0,,,
20.2291,1.69455,0.847275,,20.2291 0.847275 0,,,
20.2464,1.69468,0.84734,,20.2464 0.84734 0,,,
20.2532,1.69478,0.84739,,20.2532 0.84739 0,,,
20.3149,1.69348,0.84674,,20.3149 0.84674 0,,,
20.3513,1.6922,0.8461,,20.3513 0.8461 0,,,
20.3866,1.69111,0.845555,,20.3866 0.845555 0,,,
20.4091,1.69015,0.845075,,20.4091 0.845075 0,,,
20.4092,1.69014,0.84507,,20.4092 0.84507 0,,,
20.4306,1.68892,0.84446,,20.4306 0.84446 0,,,
20.4873,1.68696,0.84348,,20.4873 0.84348 0,,,
20.5034,1.68657,0.843285,,20.5034 0.843285 0,,,
20.5657,1.68399,0.841995,,20.5657 0.841995 0,,,
20.5658,1.68399,0.841995,,20.5658 0.841995 0,,,
20.6367,1.68002,0.84001,,20.6367 0.84001 0,,,
20.6436,1.67984,0.83992,,20.6436 0.83992 0,,,
20.6473,1.67954,0.83977,,20.6473 0.83977 0,,,
20.6809,1.67508,0.83754,,20.6809 0.83754 0,,,
20.7863,1.67054,0.83527,,20.7863 0.83527 0,,,
20.8001,1.67018,0.83509,,20.8001 0.83509 0,,,
20.8332,1.6694,0.8347,,20.8332 0.8347 0,,,
20.846,1.66901,0.834505,,20.846 0.834505 0,,,
20.8681,1.66775,0.833875,,20.8681 0.833875 0,,,
20.9239,1.66493,0.832465,,20.9239 0.832465 0,,,
20.9366,1.66408,0.83204,,20.9366 0.83204 0,,,
20.9835,1.66106,0.83053,,20.9835 0.83053 0,,,
20.9847,1.661,0.8305,,20.9847 0.8305 0,,,
21.0658,1.66079,0.830395,,21.0658 0.830395 0,,,
21.0979,1.66212,0.83106,,21.0979 0.83106 0,,,
21.1539,1.66151,0.830755,,21.1539 0.830755 0,,,
21.1688,1.66148,0.83074,,21.1688 0.83074 0,,,
21.2212,1.66093,0.830465,,21.2212 0.830465 0,,,
21.2295,1.66092,0.83046,,21.2295 0.83046 0,,,
21.2728,1.66003,0.830015,,21.2728 0.830015 0,,,
21.3699,1.66758,0.83379,,21.3699 0.83379 0,,,
21.4148,1.67408,0.83704,,21.4148 0.83704 0,,,
21.4213,1.67523,0.837615,,21.4213 0.837615 0,,,
21.4546,1.68147,0.840735,,21.4546 0.840735 0,,,
21.4579,1.68202,0.84101,,21.4579 0.84101 0,,,
21.4642,1.68283,0.841415,,21.4642 0.841415 0,,,
21.5202,1.69093,0.845465,,21.5202 0.845465 0,,,
21.5305,1.69266,0.84633,,21.5305 0.84633 0,,,
21.5763,1.6968,0.8484,,21.5763 0.8484 0,,,
21.6562,1.70988,0.85494,,21.6562 0.85494 0,,,
21.6603,1.7107,0.85535,,21.6603 0.85535 0,,,
21.7437,1.73012,0.86506,,21.7437 0.86506 0,,,
21.7589,1.73422,0.86711,,21.7589 0.86711 0,,,
21.8091,1.74595,0.872975,,21.8091 0.872975 0,,,
21.8438,1.75326,0.87663,,21.8438 0.87663 0,,,
21.8698,1.75951,0.879755,,21.8698 0.879755 0,,,
21.9124,1.768,0.884,,21.9124 0.884 0,,,
21.9473,1.77577,0.887885,,21.9473 0.887885 0,,,
21.9732,1.78209,0.891045,,21.9732 0.891045 0,,,
22.0024,1.78946,0.89473,,22.0024 0.89473 0,,,
22.0131,1.79207,0.896035,,22.0131 0.896035 0,,,
22.0212,1.79387,0.896935,,22.0212 0.896935 0,,,
22.0431,1.79806,0.89903,,22.0431 0.89903 0,,,
22.0662,1.80192,0.90096,,22.0662 0.90096 0,,,
22.1218,1.81199,0.905995,,22.1218 0.905995 0,,,
22.1288,1.81306,0.90653,,22.1288 0.90653 0,,,
22.1389,1.81467,0.907335,,22.1389 0.907335 0,,,
22.2137,1.82724,0.91362,,22.2137 0.91362 0,,,
22.2276,1.82961,0.914805,,22.2276 0.914805 0,,,
22.262,1.83541,0.917705,,22.262 0.917705 0,,,
22.3131,1.84324,0.92162,,22.3131 0.92162 0,,,
22.3803,1.85353,0.926765,,22.3803 0.926765 0,,,
22.3928,1.85585,0.927925,,22.3928 0.927925 0,,,
22.4034,1.85713,0.928565,,22.4034 0.928565 0,,,
22.4072,1.85748,0.92874,,22.4072 0.92874 0,,,
22.4594,1.86169,0.930845,,22.4594 0.930845 0,,,
22.5077,1.86463,0.932315,,22.5077 0.932315 0,,,
22.5266,1.86581,0.932905,,22.5266 0.932905 0,,,
22.6057,1.87305,0.936525,,22.6057 0.936525 0,,,
22.6348,1.87648,0.93824,,22.6348 0.93824 0,,,
22.6694,1.88086,0.94043,,22.6694 0.94043 0,,,
22.6837,1.88242,0.94121,,22.6837 0.94121 0,,,
22.6967,1.88318,0.94159,,22.6967 0.94159 0,,,
22.718,1.88425,0.942125,,22.718 0.942125 0,,,
22.7501,1.88522,0.94261,,22.7501 0.94261 0,,,
22.751,1.88524,0.94262,,22.751 0.94262 0,,,
22.7801,1.88622,0.94311,,22.7801 0.94311 0,,,
22.7806,1.88625,0.943125,,22.7806 0.943125 0,,,
22.8425,1.89062,0.94531,,22.8425 0.94531 0,,,
22.868,1.89436,0.94718,,22.868 0.94718 0,,,
22.8703,1.89463,0.947315,,22.8703 0.947315 0,,,
22.9342,1.90332,0.95166,,22.9342 0.95166 0,,,
22.9481,1.905,0.9525,,22.9481 0.9525 0,,,
22.9821,1.907,0.9535,,22.9821 0.9535 0,,,
22.9872,1.90721,0.953605,,22.9872 0.953605 0,,,
22.9992,1.90704,0.95352,,22.9992 0.95352 0,,,
23.0008,1.907,0.9535,,23.0008 0.9535 0,,,
23.0863,1.91017,0.955085,,23.0863 0.955085 0,,,
23.0992,1.91075,0.955375,,23.0992 0.955375 0,,,
23.1282,1.91345,0.956725,,23.1282 0.956725 0,,,
23.1572,1.91621,0.958105,,23.1572 0.958105 0,,,
23.1595,1.91639,0.958195,,23.1595 0.958195 0,,,
23.1764,1.91696,0.95848,,23.1764 0.95848 0,,,
23.1794,1.91691,0.958455,,23.1794 0.958455 0,,,
23.1912,1.91671,0.958355,,23.1912 0.958355 0,,,
23.237,1.91659,0.958295,,23.237 0.958295 0,,,
23.2976,1.92,0.96,,23.2976 0.96 0,,,
23.3332,1.92386,0.96193,,23.3332 0.96193 0,,,
23.3517,1.92594,0.96297,,23.3517 0.96297 0,,,
23.3724,1.92841,0.964205,,23.3724 0.964205 0,,,
23.395,1.93015,0.965075,,23.395 0.965075 0,,,
23.3987,1.93047,0.965235,,23.3987 0.965235 0,,,
23.4077,1.93101,0.965505,,23.4077 0.965505 0,,,
23.4473,1.93197,0.965985,,23.4473 0.965985 0,,,
23.4503,1.93205,0.966025,,23.4503 0.966025 0,,,
23.5001,1.93294,0.96647,,23.5001 0.96647 0,,,
23.6022,1.94385,0.971925,,23.6022 0.971925 0,,,
23.6144,1.94573,0.972865,,23.6144 0.972865 0,,,
23.6771,1.95488,0.97744,,23.6771 0.97744 0,,,
23.6884,1.95634,0.97817,,23.6884 0.97817 0,,,
23.7004,1.95766,0.97883,,23.7004 0.97883 0,,,
23.732,1.96083,0.980415,,23.732 0.980415 0,,,
23.7362,1.96116,0.98058,,23.7362 0.98058 0,,,
23.7942,1.96629,0.983145,,23.7942 0.983145 0,,,
23.8065,1.96761,0.983805,,23.8065 0.983805 0,,,
23.8152,1.96846,0.98423,,23.8152 0.98423 0,,,
23.8442,1.97264,0.98632,,23.8442 0.98632 0,,,
23.8866,1.9795,0.98975,,23.8866 0.98975 0,,,
23.9187,1.985,0.9925,,23.9187 0.9925 0,,,
23.9471,1.9881,0.99405,,23.9471 0.99405 0,,,
23.9951,1.99215,0.996075,,23.9951 0.996075 0,,,
24.0188,1.99395,0.996975,,24.0188 0.996975 0,,,
24.0217,1.99422,0.99711,,24.0217 0.99711 0,,,
24.0653,1.99765,0.998825,,24.0653 0.998825 0,,,
24.0655,1.99768,0.99884,,24.0655 0.99884 0,,,
24.0891,2.00014,1.00007,,24.0891 1.00007 0,,,
24.1376,2.00638,1.00319,,24.1376 1.00319 0,,,
24.1376,2.00638,1.00319,,24.1376 1.00319 0,,,
24.1377,2.00638,1.00319,,24.1377 1.00319 0,,,
24.1694,2.00932,1.00466,,24.1694 1.00466 0,,,
24.2065,2.01194,1.00597,,24.2065 1.00597 0,,,
24.2372,2.01412,1.00706,,24.2372 1.00706 0,,,
24.2451,2.0145,1.00725,,24.2451 1.00725 0,,,
24.2597,2.01509,1.007545,,24.2597 1.007545 0,,,
24.3222,2.01875,1.009375,,24.3222 1.009375 0,,,
24.3872,2.02664,1.01332,,24.3872 1.01332 0,,,
24.4011,2.02886,1.01443,,24.4011 1.01443 0,,,
24.4397,2.03111,1.015555,,24.4397 1.015555 0,,,
24.4767,2.03409,1.017045,,24.4767 1.017045 0,,,
24.491,2.03487,1.017435,,24.491 1.017435 0,,,
24.5496,2.03284,1.01642,,24.5496 1.01642 0,,,
24.5603,2.03256,1.01628,,24.5603 1.01628 0,,,
24.6162,2.03101,1.015505,,24.6162 1.015505 0,,,
24.6197,2.03098,1.01549,,24.6197 1.01549 0,,,
24.6394,2.03067,1.015335,,24.6394 1.015335 0,,,
24.656,2.0293,1.01465,,24.656 1.01465 0,,,
24.6645,2.02812,1.01406,,24.6645 1.01406 0,,,
24.6973,2.02343,1.011715,,24.6973 1.011715 0,,,
24.7024,2.02236,1.01118,,24.7024 1.01118 0,,,
24.7811,2.00548,1.00274,,24.7811 1.00274 0,,,
24.7836,2.00502,1.00251,,24.7836 1.00251 0,,,
24.8368,1.99203,0.996015,,24.8368 0.996015 0,,,
24.8553,1.98747,0.993735,,24.8553 0.993735 0,,,
24.8695,1.98347,0.991735,,24.8695 0.991735 0,,,
24.9173,1.96915,0.984575,,24.9173 0.984575 0,,,
24.9188,1.96868,0.98434,,24.9188 0.98434 0,,,
24.9546,1.95655,0.978275,,24.9546 0.978275 0,,,
25.04,1.93234,0.96617,,25.04 0.96617 0,,,
25.0545,1.92909,0.964545,,25.0545 0.964545 0,,,
25.0948,1.92133,0.960665,,25.0948 0.960665 0,,,
25.1476,1.90699,0.953495,,25.1476 0.953495 0,,,
25.1802,1.89816,0.94908,,25.1802 0.94908 0,,,
25.195,1.89413,0.947065,,25.195 0.947065 0,,,
25.3316,1.86096,0.93048,,25.3316 0.93048 0,,,
25.3341,1.86057,0.930285,,25.3341 0.930285 0,,,
25.3676,1.85471,0.927355,,25.3676 0.927355 0,,,
25.4069,1.84782,0.92391,,25.4069 0.92391 0,,,
25.4472,1.84147,0.920735,,25.4472 0.920735 0,,,
25.4798,1.83585,0.917925,,25.4798 0.917925 0,,,
25.5203,1.82959,0.914795,,25.5203 0.914795 0,,,
25.5527,1.82389,0.911945,,25.5527 0.911945 0,,,
25.615,1.81519,0.907595,,25.615 0.907595 0,,,
25.6859,1.81188,0.90594,,25.6859 0.90594 0,,,
25.6919,1.81186,0.90593,,25.6919 0.90593 0,,,
25.7159,1.81165,0.905825,,25.7159 0.905825 0,,,
25.7483,1.81118,0.90559,,25.7483 0.90559 0,,,
25.7745,1.81155,0.905775,,25.7745 0.905775 0,,,
25.806,1.81197,0.905985,,25.806 0.905985 0,,,
25.8124,1.81198,0.90599,,25.8124 0.90599 0,,,
25.8765,1.81265,0.906325,,25.8765 0.906325 0,,,
25.8801,1.81268,0.90634,,25.8801 0.90634 0,,,
25.9515,1.81367,0.906835,,25.9515 0.906835 0,,,
25.9555,1.81378,0.90689,,25.9555 0.90689 0,,,
26.0113,1.81432,0.90716,,26.0113 0.90716 0,,,
26.0559,1.81655,0.908275,,26.0559 0.908275 0,,,
26.0719,1.81714,0.90857,,26.0719 0.90857 0,,,
26.0831,1.81747,0.908735,,26.0831 0.908735 0,,,
26.1132,1.81912,0.90956,,26.1132 0.90956 0,,,
26.1268,1.81988,0.90994,,26.1268 0.90994 0,,,
26.1323,1.82001,0.910005,,26.1323 0.910005 0,,,
26.1545,1.82047,0.910235,,26.1545 0.910235 0,,,
26.1561,1.82054,0.91027,,26.1561 0.91027 0,,,
26.1864,1.82198,0.91099,,26.1864 0.91099 0,,,
26.195,1.82246,0.91123,,26.195 0.91123 0,,,
26.2285,1.82338,0.91169,,26.2285 0.91169 0,,,
26.2644,1.82392,0.91196,,26.2644 0.91196 0,,,
26.2661,1.8239,0.91195,,26.2661 0.91195 0,,,
26.3091,1.82317,0.911585,,26.3091 0.911585 0,,,
26.3893,1.82358,0.91179,,26.3893 0.91179 0,,,
26.4003,1.82407,0.912035,,26.4003 0.912035 0,,,
26.4512,1.82498,0.91249,,26.4512 0.91249 0,,,
26.4667,1.82555,0.912775,,26.4667 0.912775 0,,,
26.5243,1.8233,0.91165,,26.5243 0.91165 0,,,
26.5308,1.82294,0.91147,,26.5308 0.91147 0,,,
26.5914,1.81924,0.90962,,26.5914 0.90962 0,,,
26.6144,1.81911,0.909555,,26.6144 0.909555 0,,,
26.6218,1.81828,0.90914,,26.6218 0.90914 0,,,
26.6887,1.81206,0.90603,,26.6887 0.90603 0,,,
26.689,1.81202,0.90601,,26.689 0.90601 0,,,
26.7231,1.80787,0.903935,,26.7231 0.903935 0,,,
26.74,1.80602,0.90301,,26.74 0.90301 0,,,
26.7692,1.80305,0.901525,,26.7692 0.901525 0,,,
26.7869,1.80077,0.900385,,26.7869 0.900385 0,,,
26.8149,1.79703,0.898515,,26.8149 0.898515 0,,,
26.8489,1.7929,0.89645,,26.8489 0.89645 0,,,
26.9341,1.78756,0.89378,,26.9341 0.89378 0,,,
26.9492,1.78616,0.89308,,26.9492 0.89308 0,,,
27.0098,1.78063,0.890315,,27.0098 0.890315 0,,,
27.0191,1.77974,0.88987,,27.0191 0.88987 0,,,
27.0583,1.77583,0.887915,,27.0583 0.887915 0,,,
27.0636,1.77536,0.88768,,27.0636 0.88768 0,,,
27.0702,1.77458,0.88729,,27.0702 0.88729 0,,,
27.08,1.77346,0.88673,,27.08 0.88673 0,,,
27.1827,1.76613,0.883065,,27.1827 0.883065 0,,,
27.183,1.76614,0.88307,,27.183 0.88307 0,,,
27.1932,1.76632,0.88316,,27.1932 0.88316 0,,,
27.2449,1.76692,0.88346,,27.2449 0.88346 0,,,
27.2452,1.76692,0.88346,,27.2452 0.88346 0,,,
27.2813,1.76581,0.882905,,27.2813 0.882905 0,,,
27.2816,1.76547,0.882735,,27.2816 0.882735 0,,,
27.3112,1.76219,0.881095,,27.3112 0.881095 0,,,
27.3186,1.7617,0.88085,,27.3186 0.88085 0,,,
27.3339,1.76014,0.88007,,27.3339 0.88007 0,,,
27.359,1.75678,0.87839,,27.359 0.87839 0,,,
27.4439,1.75181,0.875905,,27.4439 0.875905 0,,,
27.4632,1.75147,0.875735,,27.4632 0.875735 0,,,
27.4759,1.75113,0.875565,,27.4759 0.875565 0,,,
27.5187,1.7508,0.8754,,27.5187 0.8754 0,,,
27.5297,1.75057,0.875285,,27.5297 0.875285 0,,,
27.5359,1.75006,0.87503,,27.5359 0.87503 0,,,
27.5372,1.74996,0.87498,,27.5372 0.87498 0,,,
27.5869,1.74849,0.874245,,27.5869 0.874245 0,,,
27.6567,1.75099,0.875495,,27.6567 0.875495 0,,,
27.6908,1.75197,0.875985,,27.6908 0.875985 0,,,
27.714,1.75247,0.876235,,27.714 0.876235 0,,,
27.7542,1.75066,0.87533,,27.7542 0.87533 0,,,
27.8079,1.74786,0.87393,,27.8079 0.87393 0,,,
27.8646,1.74807,0.874035,,27.8646 0.874035 0,,,
27.88,1.74779,0.873895,,27.88 0.873895 0,,,
27.8877,1.74799,0.873995,,27.8877 0.873995 0,,,
27.9292,1.7488,0.8744,,27.9292 0.8744 0,,,
27.9508,1.74951,0.874755,,27.9508 0.874755 0,,,
27.9557,1.74985,0.874925,,27.9557 0.874925 0,,,
27.9796,1.75028,0.87514,,27.9796 0.87514 0,,,
27.9799,1.75029,0.875145,,27.9799 0.875145 0,,,
28.0042,1.75125,0.875625,,28.0042 0.875625 0,,,
28.0402,1.75402,0.87701,,28.0402 0.87701 0,,,
28.0403,1.75403,0.877015,,28.0403 0.877015 0,,,
28.0634,1.75651,0.878255,,28.0634 0.878255 0,,,
28.0634,1.75651,0.878255,,28.0634 0.878255 0,,,
28.0642,1.75653,0.878265,,28.0642 0.878265 0,,,
28.1009,1.75831,0.879155,,28.1009 0.879155 0,,,
28.101,1.75833,0.879165,,28.101 0.879165 0,,,
28.135,1.76145,0.880725,,28.135 0.880725 0,,,
28.1491,1.76267,0.881335,,28.1491 0.881335 0,,,
28.2019,1.76614,0.88307,,28.2019 0.88307 0,,,
28.2176,1.76729,0.883645,,28.2176 0.883645 0,,,
28.2626,1.77113,0.885565,,28.2626 0.885565 0,,,
28.2876,1.7736,0.8868,,28.2876 0.8868 0,,,
28.2878,1.77361,0.886805,,28.2878 0.886805 0,,,
28.3208,1.77628,0.88814,,28.3208 0.88814 0,,,
28.3454,1.77851,0.889255,,28.3454 0.889255 0,,,
28.3788,1.78178,0.89089,,28.3788 0.89089 0,,,
28.4034,1.78486,0.89243,,28.4034 0.89243 0,,,
28.4282,1.78857,0.894285,,28.4282 0.894285 0,,,
28.4471,1.79127,0.895635,,28.4471 0.895635 0,,,
28.4656,1.79397,0.896985,,28.4656 0.896985 0,,,
28.4658,1.794,0.897,,28.4658 0.897 0,,,
28.5032,1.8004,0.9002,,28.5032 0.9002 0,,,
28.509,1.80141,0.900705,,28.509 0.900705 0,,,
28.5238,1.80355,0.901775,,28.5238 0.901775 0,,,
28.5246,1.80369,0.901845,,28.5246 0.901845 0,,,
28.5565,1.80863,0.904315,,28.5565 0.904315 0,,,
28.5724,1.81124,0.90562,,28.5724 0.90562 0,,,
28.6062,1.81654,0.90827,,28.6062 0.90827 0,,,
28.6065,1.8166,0.9083,,28.6065 0.9083 0,,,
28.6297,1.82096,0.91048,,28.6297 0.91048 0,,,
28.6343,1.82176,0.91088,,28.6343 0.91088 0,,,
28.6769,1.82862,0.91431,,28.6769 0.91431 0,,,
28.6851,1.82978,0.91489,,28.6851 0.91489 0,,,
28.7369,1.83694,0.91847,,28.7369 0.91847 0,,,
28.7386,1.83722,0.91861,,28.7386 0.91861 0,,,
28.7505,1.83907,0.919535,,28.7505 0.919535 0,,,
28.7521,1.83926,0.91963,,28.7521 0.91963 0,,,
28.756,1.83969,0.919845,,28.756 0.919845 0,,,
28.7567,1.83978,0.91989,,28.7567 0.91989 0,,,
28.7908,1.84416,0.92208,,28.7908 0.92208 0,,,
28.8061,1.84621,0.923105,,28.8061 0.923105 0,,,
28.8457,1.8487,0.92435,,28.8457 0.92435 0,,,
28.866,1.84985,0.924925,,28.866 0.924925 0,,,
28.9137,1.85296,0.92648,,28.9137 0.92648 0,,,
28.9141,1.85299,0.926495,,28.9141 0.926495 0,,,
28.9226,1.85338,0.92669,,28.9226 0.92669 0,,,
28.9829,1.85407,0.927035,,28.9829 0.927035 0,,,
28.9867,1.8539,0.92695,,28.9867 0.92695 0,,,
29.0104,1.85312,0.92656,,29.0104 0.92656 0,,,
29.0416,1.85204,0.92602,,29.0416 0.92602 0,,,
29.0979,1.85021,0.925105,,29.0979 0.925105 0,,,
29.1033,1.84999,0.924995,,29.1033 0.924995 0,,,
29.1646,1.8477,0.92385,,29.1646 0.92385 0,,,
29.2047,1.84554,0.92277,,29.2047 0.92277 0,,,
29.2335,1.84412,0.92206,,29.2335 0.92206 0,,,
29.243,1.84356,0.92178,,29.243 0.92178 0,,,
29.2707,1.84101,0.920505,,29.2707 0.920505 0,,,
29.3327,1.83399,0.916995,,29.3327 0.916995 0,,,
29.3762,1.82609,0.913045,,29.3762 0.913045 0,,,
29.4358,1.81811,0.909055,,29.4358 0.909055 0,,,
29.4425,1.81713,0.908565,,29.4425 0.908565 0,,,
29.5054,1.80854,0.90427,,29.5054 0.90427 0,,,
29.5062,1.80844,0.90422,,29.5062 0.90422 0,,,
29.5351,1.80398,0.90199,,29.5351 0.90199 0,,,
29.5538,1.80077,0.900385,,29.5538 0.900385 0,,,
29.6118,1.79056,0.89528,,29.6118 0.89528 0,,,
29.6501,1.78391,0.891955,,29.6501 0.891955 0,,,
29.6774,1.77906,0.88953,,29.6774 0.88953 0,,,
29.7227,1.77142,0.88571,,29.7227 0.88571 0,,,
29.7366,1.76898,0.88449,,29.7366 0.88449 0,,,
29.784,1.75967,0.879835,,29.784 0.879835 0,,,
29.7996,1.7568,0.8784,,29.7996 0.8784 0,,,
29.8164,1.75368,0.87684,,29.8164 0.87684 0,,,
29.8672,1.74605,0.873025,,29.8672 0.873025 0,,,
29.8818,1.74352,0.87176,,29.8818 0.87176 0,,,
29.9149,1.73776,0.86888,,29.9149 0.86888 0,,,
29.9195,1.73669,0.868345,,29.9195 0.868345 0,,,
29.9678,1.72754,0.86377,,29.9678 0.86377 0,,,
29.9821,1.72503,0.862515,,29.9821 0.862515 0,,,
29.9867,1.72403,0.862015,,29.9867 0.862015 0,,,
29.9873,1.72389,0.861945,,29.9873 0.861945 0,,,
30.0379,1.712,0.856,,30.0379 0.856 0,,,
30.0451,1.71037,0.855185,,30.0451 0.855185 0,,,
30.0649,1.70571,0.852855,,30.0649 0.852855 0,,,
30.0934,1.69896,0.84948,,30.0934 0.84948 0,,,
30.1007,1.69726,0.84863,,30.1007 0.84863 0,,,
30.1277,1.69081,0.845405,,30.1277 0.845405 0,,,
30.1697,1.68235,0.841175,,30.1697 0.841175 0,,,
30.2255,1.67345,0.836725,,30.2255 0.836725 0,,,
30.2333,1.67204,0.83602,,30.2333 0.83602 0,,,
30.2639,1.66715,0.833575,,30.2639 0.833575 0,,,
30.2944,1.66203,0.831015,,30.2944 0.831015 0,,,
30.3203,1.65838,0.82919,,30.3203 0.82919 0,,,
30.3851,1.6507,0.82535,,30.3851 0.82535 0,,,
30.4404,1.64625,0.823125,,30.4404 0.823125 0,,,
30.4888,1.64578,0.82289,,30.4888 0.82289 0,,,
30.5038,1.6458,0.8229,,30.5038 0.8229 0,,,
30.5437,1.64593,0.822965,,30.5437 0.822965 0,,,
30.5565,1.64594,0.82297,,30.5565 0.82297 0,,,
30.5987,1.64608,0.82304,,30.5987 0.82304 0,,,
30.6093,1.64609,0.823045,,30.6093 0.823045 0,,,
30.6724,1.64762,0.82381,,30.6724 0.82381 0,,,
30.6821,1.64803,0.824015,,30.6821 0.824015 0,,,
30.7372,1.65059,0.825295,,30.7372 0.825295 0,,,
30.7509,1.65134,0.82567,,30.7509 0.82567 0,,,
30.7999,1.65441,0.827205,,30.7999 0.827205 0,,,
30.8108,1.65498,0.82749,,30.8108 0.82749 0,,,
30.8528,1.65709,0.828545,,30.8528 0.828545 0,,,
30.864,1.6577,0.82885,,30.864 0.82885 0,,,
30.9363,1.66233,0.831165,,30.9363 0.831165 0,,,
30.9896,1.66715,0.833575,,30.9896 0.833575 0,,,
31.0069,1.66928,0.83464,,31.0069 0.83464 0,,,
31.0069,1.66928,0.83464,,31.0069 0.83464 0,,,
31.0104,1.66956,0.83478,,31.0104 0.83478 0,,,
31.0107,1.66959,0.834795,,31.0107 0.834795 0,,,
31.0398,1.67239,0.836195,,31.0398 0.836195 0,,,
31.068,1.67568,0.83784,,31.068 0.83784 0,,,
31.0754,1.67643,0.838215,,31.0754 0.838215 0,,,
31.0834,1.67722,0.83861,,31.0834 0.83861 0,,,
31.0834,1.67723,0.838615,,31.0834 0.838615 0,,,
31.09,1.67789,0.838945,,31.09 0.838945 0,,,
31.1307,1.68232,0.84116,,31.1307 0.84116 0,,,
31.1307,1.68233,0.841165,,31.1307 0.841165 0,,,
31.1394,1.68318,0.84159,,31.1394 0.84159 0,,,
31.1645,1.68526,0.84263,,31.1645 0.84263 0,,,
31.1784,1.68657,0.843285,,31.1784 0.843285 0,,,
31.1869,1.68723,0.843615,,31.1869 0.843615 0,,,
31.189,1.68732,0.84366,,31.189 0.84366 0,,,
31.2088,1.68708,0.84354,,31.2088 0.84354 0,,,
31.2102,1.68704,0.84352,,31.2102 0.84352 0,,,
31.2588,1.68678,0.84339,,31.2588 0.84339 0,,,
31.2922,1.68528,0.84264,,31.2922 0.84264 0,,,
31.3007,1.68491,0.842455,,31.3007 0.842455 0,,,
31.3287,1.68401,0.842005,,31.3287 0.842005 0,,,
31.3711,1.68139,0.840695,,31.3711 0.840695 0,,,
31.4083,1.67878,0.83939,,31.4083 0.83939 0,,,
31.449,1.67362,0.83681,,31.449 0.83681 0,,,
31.4851,1.66953,0.834765,,31.4851 0.834765 0,,,
31.4854,1.6695,0.83475,,31.4854 0.83475 0,,,
31.4975,1.66803,0.834015,,31.4975 0.834015 0,,,
31.5529,1.66259,0.831295,,31.5529 0.831295 0,,,
31.5616,1.66166,0.83083,,31.5616 0.83083 0,,,
31.5762,1.65955,0.829775,,31.5762 0.829775 0,,,
31.6164,1.65305,0.826525,,31.6164 0.826525 0,,,
31.6488,1.6472,0.8236,,31.6488 0.8236 0,,,
31.6805,1.64065,0.820325,,31.6805 0.820325 0,,,
31.7394,1.62814,0.81407,,31.7394 0.81407 0,,,
31.7965,1.61888,0.80944,,31.7965 0.80944 0,,,
31.8131,1.61661,0.808305,,31.8131 0.808305 0,,,
31.8397,1.61288,0.80644,,31.8397 0.80644 0,,,
31.8585,1.60981,0.804905,,31.8585 0.804905 0,,,
31.8841,1.6057,0.80285,,31.8841 0.80285 0,,,
31.9144,1.60053,0.800265,,31.9144 0.800265 0,,,
31.9469,1.59544,0.79772,,31.9469 0.79772 0,,,
32.0096,1.58823,0.794115,,32.0096 0.794115 0,,,
32.1098,1.58927,0.794635,,32.1098 0.794635 0,,,
32.1108,1.58934,0.79467,,32.1108 0.79467 0,,,
32.1601,1.59253,0.796265,,32.1601 0.796265 0,,,
32.1692,1.59351,0.796755,,32.1692 0.796755 0,,,
32.2016,1.59596,0.79798,,32.2016 0.79798 0,,,
32.2147,1.59651,0.798255,,32.2147 0.798255 0,,,
32.2358,1.59779,0.798895,,32.2358 0.798895 0,,,
32.2387,1.59796,0.79898,,32.2387 0.79898 0,,,
32.3032,1.60486,0.80243,,32.3032 0.80243 0,,,
32.3064,1.60555,0.802775,,32.3064 0.802775 0,,,
32.395,1.62502,0.81251,,32.395 0.81251 0,,,
32.4299,1.63578,0.81789,,32.4299 0.81789 0,,,
32.4545,1.64329,0.821645,,32.4545 0.821645 0,,,
32.4921,1.65476,0.82738,,32.4921 0.82738 0,,,
32.4976,1.65653,0.828265,,32.4976 0.828265 0,,,
32.5081,1.65925,0.829625,,32.5081 0.829625 0,,,
32.6119,1.69399,0.846995,,32.6119 0.846995 0,,,
32.6664,1.71843,0.859215,,32.6664 0.859215 0,,,
32.6912,1.73044,0.86522,,32.6912 0.86522 0,,,
32.743,1.75465,0.877325,,32.743 0.877325 0,,,
32.7611,1.76395,0.881975,,32.7611 0.881975 0,,,
32.8177,1.79386,0.89693,,32.8177 0.89693 0,,,
32.8337,1.80242,0.90121,,32.8337 0.90121 0,,,
32.8495,1.81056,0.90528,,32.8495 0.90528 0,,,
32.86,1.81615,0.908075,,32.86 0.908075 0,,,
32.9159,1.84871,0.924355,,32.9159 0.924355 0,,,
32.9675,1.88089,0.940445,,32.9675 0.940445 0,,,
